OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,GRMZM2G057459,GRMZM2G148807
10344826_LMAD8_K148_TGCTAT,LMAD8,LMAD,K148,K148,282set_K148,K148,K148:8042MABXX:4:B8,Ames27122,0.87912,45.71443
KAKRNA3_GShoot_K148_AGTTGA,GShoot,GShoot,K148,K148,282set_K148,K148,K148:8042MABXX:4:B8,Ames27122,0,3.12658
KAKRNA4_10346258_GRoot_K148_AGTTGA,GRoot,GRoot,K148,K148,282set_K148,K148,K148:8042MABXX:4:B8,Ames27122,0.85805,1.7161
KAKRNA27_10346929_L3Tip_K148_AATAGC,L3Tip,L3Tip,K148,K148,282set_K148,K148,K148:8042MABXX:4:B8,Ames27122,0,44.75207
KAKRNA26_L3Base_K148_AATAGC,L3Base,L3Base,K148,K148,282set_K148,K148,K148:8042MABXX:4:B8,Ames27122,0.72661,3.26975
KAKRNA17_Kern_K148_CGGTTA,Kern,Kern,K148,K148,282set_K148,K148,K148:8042MABXX:4:B8,Ames27122,0,4.55602
10343927_LMAD26_K4_ACCGTG,LMAD26,LMAD,K4,K4,282set_K4,K4,K4:8042MABXX:4:D5,NSL30038,0,21.72791
10344827_LMAN26_K4_CAATGC,LMAN26,LMAN,K4,K4,282set_K4,K4,K4:8042MABXX:4:D5,NSL30038,0,5.42118
KAKRNA14_GShoot_K4_AACCGA,GShoot,GShoot,K4,K4,282set_K4,K4,K4:8042MABXX:4:D5,NSL30038,1.42741,1.90321
KAKRNA2_10346259_GRoot_K4_GATCAC,GRoot,GRoot,K4,K4,282set_K4,K4,K4:8042MABXX:4:D5,NSL30038,0,0
KAKRNA20_10346930_L3Base_K4_TGTGCA,L3Base,L3Base,K4,K4,282set_K4,K4,K4:8042MABXX:4:D5,NSL30038,0.54443,0.54443
KAKRNA21_10346931_L3Tip_K4_TGTGCA,L3Tip,L3Tip,K4,K4,282set_K4,K4,K4:8042MABXX:4:D5,NSL30038,0.55277,4.42213
KAKRNA16_Kern_K4_GGCTGC,Kern,Kern,K4,K4,282set_K4,K4,K4:8042MABXX:4:D5,NSL30038,0,0.25503
10343262_LMAN8_K55_AGATAG,LMAN8,LMAN,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,2.04884,30.22036
10344823_LMid_K55_CCGACC,L3Mid,L3Mid,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,0,6.47137
10344825_L3Base_K55_CCGACC,L3Base,L3Base,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,1.37751,2.47952
10344826_LMAD8_K55_AAGACA,LMAD8,LMAD,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,0,28.4891
KAKRNA14_GShoot_K55_ATAAGA,GShoot,GShoot,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,1.77908,2.22386
KAKRNA14_GShoot_K55_CAGGAC,GShoot,GShoot,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,0.82886,2.76286
KAKRNA2_10346259_GRoot_K55_ACCGTG,GRoot,GRoot,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,1.19755,2.79429
KAKRNA20_10346930_L3Base_K55_AATAGC,L3Base,L3Base,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,1.905,0.9525
KAKRNA21_10346931_L3Tip_K55_AATAGC,L3Tip,L3Tip,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,0,4.43323
KAKRNA16_Kern_K55_CTCCAT,Kern,Kern,K55,K55,282set_K55,K55,K55:8042MABXX:2:B9,Ames22754,0,0.75205
10343927_LMAD26_K64_CCTGCT,LMAD26,LMAD,K64,K64,282set_K64,K64,K64:8042MABXX:4:G9,Ames27121,0,25.56789
10344827_LMAN26_K64_ACCTAC,LMAN26,LMAN,K64,K64,282set_K64,K64,K64:8042MABXX:4:G9,Ames27121,0,4.30383
KAKRNA3_GShoot_K64_GAAGTG,GShoot,GShoot,K64,K64,282set_K64,K64,K64:8042MABXX:4:G9,Ames27121,1.06389,0.53194
KAKRNA4_10346258_GRoot_K64_GAAGTG,GRoot,GRoot,K64,K64,282set_K64,K64,K64:8042MABXX:4:G9,Ames27121,0.34418,0.68836
KAKRNA20_10346930_L3Base_K64_CCTGCT,L3Base,L3Base,K64,K64,282set_K64,K64,K64:8042MABXX:4:G9,Ames27121,1.30925,2.61849
KAKRNA21_10346931_L3Tip_K64_CCTGCT,L3Tip,L3Tip,K64,K64,282set_K64,K64,K64:8042MABXX:4:G9,Ames27121,0.60423,4.83384
KAKRNA18_Kern_K64_TTAACT,Kern,Kern,K64,K64,282set_K64,K64,K64:8042MABXX:4:G9,Ames27121,0,1.81487
10343262_LMAN8_Ky226_ATTGGT,LMAN8,LMAN,Ky226,Ky226,282set_KY226,KY226,KY226:8042MABXX:4:B9,Ames27131,0,0
10344826_LMAD8_Ky226_CATCTA,LMAD8,LMAD,Ky226,Ky226,282set_KY226,KY226,KY226:8042MABXX:4:B9,Ames27131,1.67999,30.23975
KAKRNA5_GShoot_Ky226_TGGCGA,GShoot,GShoot,Ky226,Ky226,282set_KY226,KY226,KY226:8042MABXX:4:B9,Ames27131,0.49536,1.98144
KAKRNA6_10346261_GRoot_Ky226_TGGCGA,GRoot,GRoot,Ky226,Ky226,282set_KY226,KY226,KY226:8042MABXX:4:B9,Ames27131,0.94205,0.47102
KAKRNA27_10346929_L3Tip_Ky226_CGTCGC,L3Tip,L3Tip,Ky226,Ky226,282set_KY226,KY226,KY226:8042MABXX:4:B9,Ames27131,0,13.08022
KAKRNA26_L3Base_Ky226_CGTCGC,L3Base,L3Base,Ky226,Ky226,282set_KY226,KY226,KY226:8042MABXX:4:B9,Ames27131,0,4.08463
KAKRNA17_Kern_Ky226_GCGCTG,Kern,Kern,Ky226,Ky226,282set_KY226,KY226,KY226:8042MABXX:4:B9,Ames27131,0,0
10343927_LMAD26_Ky228_ATACTG,LMAD26,LMAD,Ky228,Ky228,282set_KY228,KY228,KY228:8042MABXX:4:G10,PI587136,0,17.33268
10344827_LMAN26_Ky228_GGAGGT,LMAN26,LMAN,Ky228,Ky228,282set_KY228,KY228,KY228:8042MABXX:4:G10,PI587136,0,3.28426
KAKRNA5_GShoot_Ky228_TCGAGG,GShoot,GShoot,Ky228,Ky228,282set_KY228,KY228,KY228:8042MABXX:4:G10,PI587136,2.46407,1.05603
KAKRNA6_10346261_GRoot_Ky228_TCGAGG,GRoot,GRoot,Ky228,Ky228,282set_KY228,KY228,KY228:8042MABXX:4:G10,PI587136,0.51722,1.55165
KAKRNA20_10346930_L3Base_Ky228_GCGAAT,L3Base,L3Base,Ky228,Ky228,282set_KY228,KY228,KY228:8042MABXX:4:G10,PI587136,0.83169,2.77228
KAKRNA21_10346931_L3Tip_Ky228_GCGAAT,L3Tip,L3Tip,Ky228,Ky228,282set_KY228,KY228,KY228:8042MABXX:4:G10,PI587136,1.0308,4.12319
KAKRNA16_Kern_Ky228_ACGTCT,Kern,Kern,Ky228,Ky228,282set_KY228,KY228,KY228:8042MABXX:4:G10,PI587136,0,1.12182
10343264_LMAD26_Ki11_TCTTAA,LMAD26,LMAD,Ki11,Ki11,282set_Ki11,Ki11,Ki11,Ames27124,0,21.79303
10344827_LMAN26_Ki11_GCCACA,LMAN26,LMAN,Ki11,Ki11,282set_Ki11,Ki11,Ki11,Ames27124,0.40201,18.09044
KAKRNA5_GShoot_Ki11_GTTACC,GShoot,GShoot,Ki11,Ki11,282set_Ki11,Ki11,Ki11,Ames27124,1.72439,2.06927
KAKRNA6_10346261_GRoot_Ki11_GTTACC,GRoot,GRoot,Ki11,Ki11,282set_Ki11,Ki11,Ki11,Ames27124,0,0
KAKRNA20_10346930_L3Base_Ki11_AACAAG,L3Base,L3Base,Ki11,Ki11,282set_Ki11,Ki11,Ki11,Ames27124,0.89216,1.78432
KAKRNA21_10346931_L3Tip_Ki11_AACAAG,L3Tip,L3Tip,Ki11,Ki11,282set_Ki11,Ki11,Ki11,Ames27124,0,20.61129
10343264_LMAD26_Ki14_GGCCAA,LMAD26,LMAD,Ki14,Ki14,282set_Ki14,Ki14,Ki14:8042MABXX:2:G3,Ames27259,1.50275,35.31455
10344823_GShoot_Ki14_CAAGCA,GShoot,GShoot,Ki14,Ki14,282set_Ki14,Ki14,Ki14:8042MABXX:2:G3,Ames27259,0.9407,3.13566
10344825_GRoot_Ki14_CAAGCA,GRoot,GRoot,Ki14,Ki14,282set_Ki14,Ki14,Ki14:8042MABXX:2:G3,Ames27259,0.69337,2.08012
10344827_LMAN26_Ki14_ATGGCG,LMAN26,LMAN,Ki14,Ki14,282set_Ki14,Ki14,Ki14:8042MABXX:2:G3,Ames27259,0.43973,6.59589
KAKRNA14_GShoot_KUI2021_CTCATA,GShoot,GShoot,KUI2021,KUI2021,282set_Ki2021,Ki2021,KUI2021,Ames27129,1.60492,1.87241
KAKRNA14_GShoot_KUI2021_TCAGGA,GShoot,GShoot,KUI2021,KUI2021,282set_Ki2021,Ki2021,KUI2021,Ames27129,1.46249,3.89998
KAKRNA2_10346259_GRoot_KUI2021_CATCTA,GRoot,GRoot,KUI2021,KUI2021,282set_Ki2021,Ki2021,KUI2021,Ames27129,0.50771,3.55397
10343927_LMAD26_Ki21_ACGTCT,LMAD26,LMAD,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0.75606,13.9871
10344827_LMAN26_Ki21_AAGACA,LMAN26,LMAN,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0.50475,3.53322
KAKRNA5_GShoot_Ki21_ACACGC,GShoot,GShoot,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0.73027,1.70395
KAKRNA6_10346261_GRoot_Ki21_ACACGC,GRoot,GRoot,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0,0.85
KAKRNA27_10346929_L3Tip_Ki21_TATGTC,L3Tip,L3Tip,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0,7.00023
KAKRNA26_L3Base_Ki21_TATGTC,L3Base,L3Base,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,1.53015,1.53015
KAKRNA16_Kern_Ki21_TAGGCT,Kern,Kern,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0.25267,2.02134
KAKRNA3_GShoot_Ki43_TTGGTA,GShoot,GShoot,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,0.70277,1.40553
KAKRNA4_10346258_GRoot_Ki43_TTGGTA,GRoot,GRoot,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,2.34919,1.95766
KAKRNA27_10346929_L3Tip_Ki43_ACCTAC,L3Tip,L3Tip,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,0,4.63625
KAKRNA26_L3Base_Ki43_ACCTAC,L3Base,L3Base,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,0,1.618
KAKRNA18_Kern_Ki43_AAGCTC,Kern,Kern,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,0,1.63463
10343264_LMAD26_Ki44_TTCGAG,LMAD26,LMAD,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,0.76311,35.86606
10344823_LMid_Ki44_TCTTAA,L3Mid,L3Mid,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,1.62181,8.91996
10344825_L3Base_Ki44_TCTTAA,L3Base,L3Base,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,0.46837,2.81019
10344827_LMAN26_Ki44_ATATCC,LMAN26,LMAN,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,0.58945,11.78895
KAKRNA14_GShoot_Ki44_CCGCAA,GShoot,GShoot,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,0.70781,0
KAKRNA2_10346259_GRoot_Ki44_GTAGAA,GRoot,GRoot,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,1.10328,0.55164
KAKRNA23_10346932_L3Base_Ki44_CGTCGC,L3Base,L3Base,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,3.39534,0.56589
KAKRNA24_L3Tip_Ki44_CGTCGC,L3Tip,L3Tip,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,0,24.80121
KAKRNA16_Kern_Ki44_TGGCGA,Kern,Kern,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,0,0.32133
10343927_LMAD26_Ky21_ATTGGT,LMAD26,LMAD,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,2.79243,13.96214
10344827_LMAN26_Ky21_TCTTAA,LMAN26,LMAN,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,0.29924,6.28414
KAKRNA3_GShoot_Ky21_CGCCTG,GShoot,GShoot,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,1.71966,0
KAKRNA4_10346258_GRoot_Ky21_CGCCTG,GRoot,GRoot,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,0.83042,0.41521
KAKRNA27_10346929_L3Tip_Ky21_AAGACA,L3Tip,L3Tip,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,0,2.75409
KAKRNA26_L3Base_Ky21_AAGACA,L3Base,L3Base,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,0.93817,0
KAKRNA16_Kern_Ky21_CTCATA,Kern,Kern,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,0,2.40576
10343927_LMAN8_L317_ACAACG,LMAN8,LMAN,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,0,20.37841
10344826_LMAD8_L317_CGCGGA,LMAD8,LMAD,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,0,22.54102
KAKRNA5_GShoot_L317_TAATCG,GShoot,GShoot,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,0.78216,0.52144
KAKRNA6_10346261_GRoot_L317_TAATCG,GRoot,GRoot,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,0,0
KAKRNA27_10346929_L3Tip_L317_CATCTA,L3Tip,L3Tip,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,0,5.91801
KAKRNA26_L3Base_L317_CATCTA,L3Base,L3Base,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,3.15341,2.25243
KAKRNA16_Kern_L317_CAGGAC,Kern,Kern,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,0,13.68116
10343264_LMAD26_L578_CGGTTA,LMAD26,LMAD,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,0
10344827_LMAN26_L578_CTAGTC,LMAN26,LMAN,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,5.77391
KAKRNA5_GShoot_L578_CAGGAC,GShoot,GShoot,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,1.52538
KAKRNA6_10346261_GRoot_L578_CAGGAC,GRoot,GRoot,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,0.48494
KAKRNA23_10346932_L3Base_L578_GGCCAA,L3Base,L3Base,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,0.56855
KAKRNA24_L3Tip_L578_GGCCAA,L3Tip,L3Tip,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,4.32374
KAKRNA17_Kern_L578_AATGAA,Kern,Kern,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,0
10343262_LMAN8_M14_AACCGA,LMAN8,LMAN,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,1.01031,13.13402
KAKRNA14_GShoot_M14_CCTAAG,GShoot,GShoot,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0,2.52035
KAKRNA2_10346259_GRoot_M14_AAGCTC,GRoot,GRoot,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0.81674,2.45022
KAKRNA28_L3Base_M14_CAGCGT,L3Base,L3Base,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0.58408,4.38061
KAKRNA28_L3Mid_M14_AGTTGA,L3Mid,L3Mid,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0,14.81902
KAKRNA28_L3Tip_M14_CCGCAA,L3Tip,L3Tip,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0,34.40461
KAKRNA16_Kern_M14_CGTCGC,Kern,Kern,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0,3.78199
10343927_LMAD26_M162W_GAGTCC,LMAD26,LMAD,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0,35.79371
10344827_LMAN26_M162W_TAATCG,LMAN26,LMAN,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0.44361,12.42109
KAKRNA2_10346259_GRoot_M162W_CTCTCG,GRoot,GRoot,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0.50305,0
KAKRNA23_10346932_L3Base_M162W_AAGCTC,L3Base,L3Base,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0.73131,2.92524
KAKRNA24_L3Tip_M162W_AAGCTC,L3Tip,L3Tip,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0,5.27733
KAKRNA18_Kern_M162W_AACGCC,Kern,Kern,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0,2.86322
10343927_LMAD26_M37W_CGTCGC,LMAD26,LMAD,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,0,11.66999
10344827_LMAN26_M37W_TTGGTA,LMAN26,LMAN,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,0,5.84167
KAKRNA5_GShoot_M37W_GTCAGG,GShoot,GShoot,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,1.9873,1.24206
KAKRNA6_10346261_GRoot_M37W_GTCAGG,GRoot,GRoot,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,0,0
KAKRNA28_L3Base_M37W_GTGCCA,L3Base,L3Base,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,0,2.46235
KAKRNA28_L3Mid_M37W_GATTGT,L3Mid,L3Mid,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,0,10.92809
KAKRNA28_L3Tip_M37W_ACCGTG,L3Tip,L3Tip,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,0,8.46711
KAKRNA17_Kern_M37W_CCGACC,Kern,Kern,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,0,0.69436
10344823_LMAD8_MEF156-55-2_AATCCG,LMAD8,LMAD,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,0,49.92277
10344826_LMAN8_MEF156-55-2_ACACGC,LMAN8,LMAN,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,0.52882,28.02763
KAKRNA14_GShoot_MEF156-55-2_GATCAC,GShoot,GShoot,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,1.09845,1.64768
KAKRNA2_10346259_GRoot_MEF156-55-2_CAAGCA,GRoot,GRoot,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,0,3.06611
KAKRNA27_10346929_L3Tip_MEF156-55-2_ATATCC,L3Tip,L3Tip,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,0,24.62509
KAKRNA26_L3Base_MEF156-55-2_ATATCC,L3Base,L3Base,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,0,4.94317
KAKRNA18_Kern_MEF156-55-2_GAACCT,Kern,Kern,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,0,3.80144
10343262_LMAN8_Mo1W_GGCTGC,LMAN8,LMAN,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,0.44352,19.51497
10344826_LMAD8_Mo1W_ACATTA,LMAD8,LMAD,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,0.55929,31.87949
KAKRNA5_GShoot_Mo1W_TACCTT,GShoot,GShoot,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,1.04681,1.57022
KAKRNA6_10346261_GRoot_Mo1W_TACCTT,GRoot,GRoot,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,0.95806,1.91613
KAKRNA27_10346929_L3Tip_Mo1W_CCTAAG,L3Tip,L3Tip,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,0.63561,18.43279
KAKRNA26_L3Base_Mo1W_CCTAAG,L3Base,L3Base,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,0.27205,2.9925
KAKRNA17_Kern_Mo1W_ATACTG,Kern,Kern,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,0,0.89778
10344823_LMAD8_MS1334_GGTATA,LMAD8,LMAD,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0,35.72237
10344826_LMAN8_MS1334_ACTCTT,LMAN8,LMAN,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0.96763,61.44419
KAKRNA5_GShoot_MS1334_CAACAG,GShoot,GShoot,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,1.00756,0.75567
KAKRNA6_10346261_GRoot_MS1334_CAACAG,GRoot,GRoot,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0,0.60944
KAKRNA23_10346932_L3Base_MS1334_ACGTCT,L3Base,L3Base,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0.85904,0.85904
KAKRNA24_L3Tip_MS1334_ACGTCT,L3Tip,L3Tip,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,1.21042,9.68334
KAKRNA18_Kern_MS1334_GGCTGC,Kern,Kern,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0,10.90868
10343262_LMAN8_MS153_ACAACG,LMAN8,LMAN,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,0,4.25213
10344823_LMAD8_MS153_GACATC,LMAD8,LMAD,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,0,24.45833
KAKRNA14_GShoot_MS153_CAGCGT,GShoot,GShoot,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,0.42013,0.84025
KAKRNA2_10346259_GRoot_MS153_AGTTGA,GRoot,GRoot,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,0,0.89237
KAKRNA20_10346930_L3Base_MS153_TCAGGA,L3Base,L3Base,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,0.44872,0.89745
KAKRNA21_10346931_L3Tip_MS153_TCAGGA,L3Tip,L3Tip,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,0.85187,5.11122
KAKRNA17_Kern_MS153_GTGCCA,Kern,Kern,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,0,3.19395
10343262_LMAN8_Mo17_AAGCTC,LMAN8,LMAN,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,2.65918,9.04121
KAKRNA14_GShoot_Mo17_ATGAAC,GShoot,GShoot,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,1.16173,1.16173
KAKRNA2_10346259_GRoot_Mo17_GTGCCA,GRoot,GRoot,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,0,1.38465
KAKRNA28_L3Base_Mo17_CAGGAC,L3Base,L3Base,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,1.13346,3.68375
KAKRNA28_L3Mid_Mo17_CAACAG,L3Mid,L3Mid,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,0,7.38149
KAKRNA28_L3Tip_Mo17_CCTGCT,L3Tip,L3Tip,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,0.50525,15.15742
KAKRNA16_Kern_Mo17_GAGTCC,Kern,Kern,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,0,0.91235
10343264_LMAD26_Mo18W_CTCTCG,LMAD26,LMAD,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0,38.32006
10344827_LMAN26_Mo18W_TTCCGC,LMAN26,LMAN,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0,12.57778
KAKRNA14_GShoot_Mo18W_AATCCG,GShoot,GShoot,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0,0.64074
KAKRNA2_10346259_GRoot_Mo18W_TATGTC,GRoot,GRoot,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0.865,0.4325
KAKRNA20_10346930_L3Base_Mo18W_AGATAG,L3Base,L3Base,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0.69239,1.38478
KAKRNA21_10346931_L3Tip_Mo18W_AGATAG,L3Tip,L3Tip,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0,27.03973
KAKRNA17_Kern_Mo18W_AACCGA,Kern,Kern,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0,0
KAKRNA23_10346932_L3Base_Mo24W_ACAACG,L3Base,L3Base,Mo24W,Mo24W,282set_Mo24W,Mo24W,Mo24W:8042MABXX:3:D6,PI587144,1.7533,1.7533
