gid	ReadCount	CPM	FPKM	Tissue	Genotype
Zm00001d014458	143	82.36386968	24.65246024	LMAN	Mo45
Zm00001d014451	1	0.67571601	0.195973321	LMAD	4226
Zm00001d014456	115	77.70734112	26.05879984	LMAD	4226
Zm00001d014458	103	69.598749	20.83171176	LMAD	4226
Zm00001d014451	0	0	0	Kern	Mo44
Zm00001d014456	7	3.446628387	1.155810995	Kern	Mo44
Zm00001d014458	8	3.939003871	1.178989485	Kern	Mo44
Zm00001d014451	19	5.656520051	1.640522056	L3Base	Mo44
Zm00001d014456	20	5.954231632	1.996724223	L3Base	Mo44
Zm00001d014458	65	19.3512528	5.792054117	L3Base	Mo44
Zm00001d014451	2	1.638258647	0.475133018	L3Tip	Mo44
Zm00001d014456	51	41.7755955	14.00925403	L3Tip	Mo44
Zm00001d014458	109	89.28509627	26.72406354	L3Tip	Mo44
Zm00001d014451	11	4.141518837	1.201136554	GRoot	Mo44
Zm00001d014456	13	4.894522262	1.641355554	GRoot	Mo44
Zm00001d014458	25	9.412542811	2.817283092	GRoot	Mo44
Zm00001d014451	1	0.537587372	0.155912811	GRoot	MS153
Zm00001d014456	0	0	0	GRoot	MS153
Zm00001d014458	4	2.150349489	0.64362451	GRoot	MS153
Zm00001d014451	6	2.834390904	0.822039125	L3Base	MS153
Zm00001d014456	6	2.834390904	0.950499968	L3Base	MS153
Zm00001d014458	41	19.36833785	5.797167867	L3Base	MS153
Zm00001d014451	6	3.145092314	0.912149743	L3Base	MS1334
Zm00001d014456	2	1.048364105	0.351564086	L3Base	MS1334
Zm00001d014458	36	18.87055389	5.648175363	L3Base	MS1334
Zm00001d014451	4	2.701734581	0.783565714	L3Tip	MS1334
Zm00001d014456	17	11.48237197	3.850560688	L3Tip	MS1334
Zm00001d014458	56	37.82428414	11.32124638	L3Tip	MS1334
Zm00001d014451	10	3.135818016	0.909459982	GShoot	MS1334
Zm00001d014456	4	1.254327207	0.420632866	GShoot	MS1334
Zm00001d014458	30	9.407454049	2.815759967	GShoot	MS1334
Zm00001d014451	2	1.476692608	0.428275118	GRoot	MS1334
Zm00001d014456	1	0.738346304	0.247601041	GRoot	MS1334
Zm00001d014458	7	5.168424128	1.546969209	GRoot	MS1334
Zm00001d014451	2	1.768695993	0.512962875	L3Tip	4226
Zm00001d014456	48	42.44870383	14.23497781	L3Tip	4226
Zm00001d014458	59	52.17653179	15.61704034	L3Tip	4226
Zm00001d014451	0	0	0	LMAD	MS153
Zm00001d014456	54	32.93694458	11.04525305	LMAD	MS153
Zm00001d014458	122	74.41309702	22.27270189	LMAD	MS153
Zm00001d014451	6	2.973711685	0.862445384	GShoot	MS153
Zm00001d014456	3	1.486855843	0.498610276	GShoot	MS153
Zm00001d014458	23	11.39922813	3.41192102	GShoot	MS153
Zm00001d014451	0	0	0	Kern	MS1334
Zm00001d014456	39	14.89685925	4.995593309	Kern	MS1334
Zm00001d014458	4	1.527883	0.45731308	Kern	MS1334
Zm00001d014451	2	2.539606534	0.736544819	LMAN	MS153
Zm00001d014456	5	6.349016336	2.129113459	LMAN	MS153
Zm00001d014458	35	44.44311435	13.30233893	LMAN	MS153
Zm00001d014451	2	0.664200448	0.192633541	LMAN	NC236
Zm00001d014456	80	26.56801794	8.909462756	LMAN	NC236
Zm00001d014458	170	56.45703812	16.89824547	LMAN	NC236
Zm00001d014451	1	0.660120652	0.191450305	LMAD	NC236
Zm00001d014456	91	60.07097931	20.14452693	LMAD	NC236
Zm00001d014458	93	61.39122061	18.37510345	LMAD	NC236
Zm00001d014451	4	1.88334269	0.546213077	LMAN	Mo1W
Zm00001d014456	49	23.07094796	7.736736404	LMAN	Mo1W
Zm00001d014458	261	122.8881105	36.78183494	LMAN	Mo1W
Zm00001d014451	9	3.230028417	0.936783184	L3Base	NC352
Zm00001d014456	18	6.460056834	2.16635038	L3Base	NC352
Zm00001d014458	75	26.91690348	8.056540998	L3Base	NC352
Zm00001d014451	3	1.213909985	0.352062061	L3Tip	NC352
Zm00001d014456	87	35.20338955	11.80529495	L3Tip	NC352
Zm00001d014458	113	45.72394276	13.6857057	L3Tip	NC352
Zm00001d014451	14	4.950184205	1.435668273	GShoot	NC352
Zm00001d014456	11	3.889430447	1.304302631	GShoot	NC352
Zm00001d014458	54	19.09356765	5.714925965	GShoot	NC352
Zm00001d014451	0	0	0	Kern	4226
Zm00001d014456	9	5.155355606	1.728824818	Kern	4226
Zm00001d014458	11	6.300990185	1.885959349	Kern	4226
Zm00001d014451	5	2.946174188	0.854458871	GShoot	NC354
Zm00001d014456	4	2.356939351	0.790388783	GShoot	NC354
Zm00001d014458	43	25.33709802	7.583686926	GShoot	NC354
Zm00001d014451	7	2.447075447	0.709708656	GRoot	NC354
Zm00001d014456	1	0.349582207	0.117230787	GRoot	NC354
Zm00001d014458	30	10.4874662	3.139020115	GRoot	NC354
Zm00001d014451	1	0.342448782	0.099318092	Kern	NC352
Zm00001d014456	17	5.821629287	1.952256636	Kern	NC352
Zm00001d014458	32	10.95836101	3.279964385	Kern	NC352
Zm00001d014451	1	0.432143413	0.125331616	LMAD	NC354
Zm00001d014456	35	15.12501944	5.072105782	LMAD	NC354
Zm00001d014458	123	53.15363976	15.90950008	LMAD	NC354
Zm00001d014451	3	1.625892097	0.471546432	LMAN	NC354
Zm00001d014456	7	3.793748227	1.272216039	LMAN	NC354
Zm00001d014458	109	59.07407953	17.68155628	LMAN	NC354
Zm00001d014451	7	3.20057167	0.928240043	L3Base	NC354
Zm00001d014456	12	5.486694291	1.839937723	L3Base	NC354
Zm00001d014458	58	26.5190224	7.937450585	L3Base	NC354
Zm00001d014451	0	0	0	Kern	MEF156-55-2
Zm00001d014456	6	5.09277866	1.707839926	Kern	MEF156-55-2
Zm00001d014458	6	5.09277866	1.524327644	Kern	MEF156-55-2
Zm00001d014451	6	1.979250655	0.574028612	GRoot	NC262
Zm00001d014456	11	3.628626201	1.216843126	GRoot	NC262
Zm00001d014458	18	5.937751965	1.777237942	GRoot	NC262
Zm00001d014451	4	1.893598937	0.549187627	LMAN	NC238
Zm00001d014456	16	7.574395747	2.540038815	LMAN	NC238
Zm00001d014458	46	21.77638777	6.517925104	LMAN	NC238
Zm00001d014451	9	2.958935186	0.858159857	GShoot	Mo1W
Zm00001d014456	8	2.63016461	0.882013618	GShoot	Mo1W
Zm00001d014458	52	17.09606996	5.11705177	GShoot	Mo1W
Zm00001d014451	167	2.604951022	0.755496236	L3Base	B73
Zm00001d014456	261	4.071210879	1.365261864	L3Base	B73
Zm00001d014458	1237	19.29535578	5.775323489	L3Base	B73
Zm00001d014451	2	1.428895328	0.414412798	L3Tip	NC296A
Zm00001d014456	5	3.572238321	1.197933709	L3Tip	NC296A
Zm00001d014458	84	60.0136038	17.96276678	L3Tip	NC296A
Zm00001d014451	11	4.947116624	1.434778603	L3Base	NC296A
Zm00001d014456	7	3.148165124	1.055722711	L3Base	NC296A
Zm00001d014458	57	25.63505887	7.67287006	L3Base	NC296A
Zm00001d014451	4	2.260486838	0.655593631	GRoot	NC296A
Zm00001d014456	1	0.56512171	0.189510969	GRoot	NC296A
Zm00001d014458	29	16.38852958	4.905276736	GRoot	NC296A
Zm00001d014451	16	4.373081649	1.268295142	GShoot	NC296A
Zm00001d014456	8	2.186540825	0.73324642	GShoot	NC296A
Zm00001d014458	86	23.50531386	7.03541271	GShoot	NC296A
Zm00001d014451	4	1.421479903	0.412262153	LMAN	NC296A
Zm00001d014456	10	3.553699758	1.191716887	LMAN	NC296A
Zm00001d014458	188	66.80955546	19.99687383	LMAN	NC296A
Zm00001d014451	17	5.586922088	1.620337032	GShoot	NC324
Zm00001d014456	6	1.971854855	0.661252466	GShoot	NC324
Zm00001d014458	40	13.14569903	3.934659991	GShoot	NC324
Zm00001d014451	5	2.424960352	0.703294766	GRoot	NC324
Zm00001d014456	2	0.969984141	0.325279725	GRoot	NC324
Zm00001d014458	13	6.304896915	1.887128678	GRoot	NC324
Zm00001d014451	7	3.23102691	0.93707277	LMAN	NC324
Zm00001d014456	55	25.38664001	8.513293094	LMAN	NC324
Zm00001d014458	198	91.39190403	27.3546555	LMAN	NC324
Zm00001d014451	6	4.471716289	1.296901476	LMAD	NC324
Zm00001d014456	57	42.48130474	14.24591038	LMAD	NC324
Zm00001d014458	55	40.99073265	12.26900109	LMAD	NC324
Zm00001d014451	13	6.036067461	1.750599612	L3Base	NC320
Zm00001d014456	3	1.392938645	0.467115575	L3Base	NC320
Zm00001d014458	60	27.8587729	8.338453427	L3Base	NC320
Zm00001d014451	5	2.492278463	0.72281858	LMAD	CI66
Zm00001d014456	69	34.39344279	11.53368303	LMAD	CI66
Zm00001d014458	76	37.88263264	11.33871076	LMAD	CI66
Zm00001d014451	0	0	0	Kern	NC320
Zm00001d014456	7	3.07035537	1.029629568	Kern	NC320
Zm00001d014458	17	7.456577328	2.231839966	Kern	NC320
Zm00001d014451	2	0.886648096	0.25714852	GRoot	NC320
Zm00001d014456	3	1.329972144	0.446000048	GRoot	NC320
Zm00001d014458	13	5.763212623	1.724996295	GRoot	NC320
Zm00001d014451	2	1.921332245	0.55723093	L3Tip	NC320
Zm00001d014456	4	3.842664491	1.288619883	L3Tip	NC320
Zm00001d014458	110	105.6732735	31.62923481	L3Tip	NC320
Zm00001d014451	0	0	0	LMAN	NC320
Zm00001d014456	11	7.223122135	2.422240823	LMAN	NC320
Zm00001d014458	35	22.98266134	6.878976755	LMAN	NC320
Zm00001d014451	10	4.914393225	1.425288058	GShoot	NC320
Zm00001d014456	6	2.948635935	0.988811514	GShoot	NC320
Zm00001d014458	31	15.234619	4.559897934	GShoot	NC320
Zm00001d014451	2	1.281293248	0.37160477	LMAD	P39Goodman-Buckler
Zm00001d014456	92	58.93948941	19.76508699	LMAD	P39Goodman-Buckler
Zm00001d014458	86	55.09560967	16.49075417	LMAD	P39Goodman-Buckler
Zm00001d014451	1	0.657398412	0.190660792	L3Tip	Os420
Zm00001d014456	8	5.259187293	1.763644297	L3Tip	Os420
Zm00001d014458	59	38.78650629	11.60925061	L3Tip	Os420
Zm00001d014451	1	0.498780727	0.144657984	L3Tip	Oh603
Zm00001d014456	46	22.94391346	7.69413597	L3Tip	Oh603
Zm00001d014458	78	38.90489674	11.64468624	L3Tip	Oh603
Zm00001d014451	7	3.677488235	1.066556913	L3Base	Oh603
Zm00001d014456	6	3.152132773	1.057053244	L3Base	Oh603
Zm00001d014458	31	16.28601933	4.874594232	L3Base	Oh603
Zm00001d014451	1	0.520211615	0.150873438	LMAN	Os420
Zm00001d014456	13	6.76275099	2.267857475	LMAN	Os420
Zm00001d014458	57	29.65206204	8.875205638	LMAN	Os420
Zm00001d014451	1	0.999737132	0.289946964	L3Tip	CI64
Zm00001d014456	13	12.99658272	4.358344306	L3Tip	CI64
Zm00001d014458	14	13.99631985	4.189260656	L3Tip	CI64
Zm00001d014451	1	0.444588904	0.128941097	Kern	Oh603
Zm00001d014456	7	3.112122328	1.043635925	Kern	Oh603
Zm00001d014458	23	10.22554479	3.060624003	Kern	Oh603
Zm00001d014451	3	1.307880439	0.379315673	GShoot	Os420
Zm00001d014456	2	0.871920293	0.292394464	GShoot	Os420
Zm00001d014458	33	14.38668483	4.306101415	GShoot	Os420
Zm00001d014451	1	0.497433507	0.144267258	LMAD	Os420
Zm00001d014456	44	21.88707429	7.33972981	LMAD	Os420
Zm00001d014458	121	60.1894543	18.01540087	LMAD	Os420
Zm00001d014451	9	2.590584743	0.751329682	L3Base	Os420
Zm00001d014456	16	4.605483988	1.544427897	L3Base	Os420
Zm00001d014458	103	29.64780317	8.87393091	L3Base	Os420
Zm00001d014451	3	2.168072515	0.628791333	GRoot	Os420
Zm00001d014456	1	0.722690838	0.242351052	GRoot	Os420
Zm00001d014458	4	2.890763354	0.865238957	GRoot	Os420
Zm00001d014451	1	0.438739004	0.127244491	LMAD	NC296A
Zm00001d014456	35	15.35586514	5.149518825	LMAD	NC296A
Zm00001d014458	207	90.8189738	27.18317085	LMAD	NC296A
Zm00001d014451	3	2.060602313	0.597622481	L3Tip	Mo1W
Zm00001d014456	37	25.41409519	8.522500065	L3Tip	Mo1W
Zm00001d014458	63	43.27264857	12.95200496	L3Tip	Mo1W
Zm00001d014451	0	0	0	Kern	NC296
Zm00001d014456	1	0.517332118	0.173484949	Kern	NC296
Zm00001d014458	16	8.277313889	2.477495926	Kern	NC296
Zm00001d014451	4	1.717435859	0.498096247	L3Base	NC298
Zm00001d014456	8	3.434871718	1.15186845	L3Base	NC298
Zm00001d014458	62	26.62025581	7.967750916	L3Base	NC298
Zm00001d014451	2	1.89477297	0.549528123	L3Tip	NC298
Zm00001d014456	10	9.473864848	3.177017052	L3Tip	NC298
Zm00001d014458	72	68.21182691	20.41658992	L3Tip	NC298
Zm00001d014451	9	4.623142933	1.340818716	GShoot	CI66
Zm00001d014456	3	1.541047644	0.516783248	GShoot	CI66
Zm00001d014458	25	12.8420637	3.84377842	GShoot	CI66
Zm00001d014451	3	1.057174928	0.306605257	LMAD	NC348
Zm00001d014456	33	11.6289242	3.899706305	LMAD	NC348
Zm00001d014458	192	67.65919536	20.25118089	LMAD	NC348
Zm00001d014451	1	0.397299645	0.115226115	Kern	NC346
Zm00001d014456	6	2.383797871	0.799395664	Kern	NC346
Zm00001d014458	17	6.754093967	2.021578559	Kern	NC346
Zm00001d014451	18	4.309712858	1.249916722	GShoot	NC348
Zm00001d014456	4	0.957713968	0.321164979	GShoot	NC348
Zm00001d014458	98	23.46399223	7.023044665	GShoot	NC348
Zm00001d014451	1	0.463299446	0.134367589	LMAN	NC348
Zm00001d014456	9	4.169695016	1.398288067	LMAN	NC348
Zm00001d014458	76	35.21075791	10.5389877	LMAN	NC348
Zm00001d014451	6	2.39969371	0.695966853	GShoot	NC346
Zm00001d014456	4	1.599795806	0.536484174	GShoot	NC346
Zm00001d014458	62	24.796835	7.421979946	GShoot	NC346
Zm00001d014451	3	2.556955461	0.74157641	L3Tip	NC346
Zm00001d014456	5	4.261592435	1.429105444	L3Tip	NC346
Zm00001d014458	78	66.48084199	19.89848608	L3Tip	NC346
Zm00001d014451	4	2.758891231	0.800142468	L3Base	NC346
Zm00001d014456	4	2.758891231	0.925181499	L3Base	NC346
Zm00001d014458	28	19.31223862	5.780376718	L3Base	NC346
Zm00001d014451	3	2.223372753	0.644829685	L3Base	NC348
Zm00001d014456	0	0	0	L3Base	NC348
Zm00001d014458	32	23.71597603	7.098466336	L3Base	NC348
Zm00001d014451	24	6.557944493	1.901956059	GRoot	NC232
Zm00001d014456	5	1.366238436	0.458161783	GRoot	NC232
Zm00001d014458	26	7.104439867	2.126441146	GRoot	NC232
Zm00001d014451	2	2.068096204	0.599795883	L3Tip	NC232
Zm00001d014456	48	49.63430889	16.64463745	L3Tip	NC232
Zm00001d014458	78	80.65575195	24.14120082	L3Tip	NC232
Zm00001d014451	0	0	0	Kern	CI187-2
Zm00001d014456	6	2.173891043	0.729004374	Kern	CI187-2
Zm00001d014458	5	1.811575869	0.542225642	Kern	CI187-2
Zm00001d014451	7	2.098703719	0.608672772	LMAN	CI66
Zm00001d014456	59	17.68907421	5.931949767	LMAN	CI66
Zm00001d014458	194	58.1640745	17.40918123	LMAN	CI66
Zm00001d014451	6	2.299080589	0.666786714	LMAN	NC232
Zm00001d014456	98	37.55164962	12.59277318	LMAN	NC232
Zm00001d014458	131	50.19659286	15.02442169	LMAN	NC232
Zm00001d014451	8	2.224171931	0.645061465	GShoot	NC232
Zm00001d014456	13	3.614279389	1.212031988	GShoot	NC232
Zm00001d014458	58	16.1252465	4.826473063	GShoot	NC232
Zm00001d014451	0	0	0	Kern	NC230
Zm00001d014456	2	0.660708636	0.221565605	Kern	NC230
Zm00001d014458	6	1.982125907	0.593273244	Kern	NC230
Zm00001d014451	0	0	0	L3Base	NC230
Zm00001d014456	2	1.171688424	0.39292033	L3Base	NC230
Zm00001d014458	35	20.50454741	6.137248552	L3Base	NC230
Zm00001d014451	0	0	0	L3Tip	NC230
Zm00001d014456	28	18.05742823	6.055475596	L3Tip	NC230
Zm00001d014458	54	34.82504015	10.42353791	L3Tip	NC230
Zm00001d014451	17	5.463658374	1.584587695	GShoot	NC366
Zm00001d014456	5	1.606958345	0.538886098	GShoot	NC366
Zm00001d014458	58	18.6407168	5.579382461	GShoot	NC366
Zm00001d014451	4	2.289920694	0.664130132	L3Base	NC232
Zm00001d014456	12	6.869762082	2.303743153	L3Base	NC232
Zm00001d014458	25	14.31200434	4.283748679	L3Base	NC232
Zm00001d014451	1	0.722505484	0.209543354	Kern	NC232
Zm00001d014456	3	2.167516451	0.726866684	Kern	NC232
Zm00001d014458	8	5.780043869	1.730034082	Kern	NC232
Zm00001d014451	4	1.749782013	0.507477382	L3Base	M162W
Zm00001d014456	9	3.937009528	1.320258058	L3Base	M162W
Zm00001d014458	37	16.18548362	4.844502729	L3Base	M162W
Zm00001d014451	4	2.415294569	0.700491464	GRoot	M162W
Zm00001d014456	0	0	0	GRoot	M162W
Zm00001d014458	4	2.415294569	0.722925642	GRoot	M162W
Zm00001d014451	2	1.522407181	0.441533405	L3Tip	CI66
Zm00001d014456	43	32.7317544	10.97644346	L3Tip	CI66
Zm00001d014458	24	18.26888618	5.468089248	L3Tip	CI66
Zm00001d014451	2	0.948589537	0.275112975	LMAN	M162W
Zm00001d014456	28	13.28025352	4.453472005	LMAN	M162W
Zm00001d014458	81	38.41787625	11.49891537	LMAN	M162W
Zm00001d014451	1	0.553274024	0.160462304	LMAD	M162W
Zm00001d014456	68	37.62263364	12.61657735	LMAD	M162W
Zm00001d014458	125	69.15925302	20.70016553	LMAD	M162W
Zm00001d014451	1	0.51975944	0.150742297	LMAN	M37W
Zm00001d014456	13	6.756872721	2.265886224	LMAN	M37W
Zm00001d014458	100	51.97594401	15.5570021	LMAN	M37W
Zm00001d014451	2	1.489884726	0.432101138	LMAD	M37W
Zm00001d014456	20	14.89884726	4.996259978	LMAD	M37W
Zm00001d014458	215	160.162608	47.93852379	LMAD	M37W
Zm00001d014451	0	0	0	Kern	M162W
Zm00001d014456	12	5.720043092	1.918190172	Kern	M162W
Zm00001d014458	8	3.813362061	1.141383436	Kern	M162W
Zm00001d014451	1	0.638934366	0.185305791	L3Tip	M162W
Zm00001d014456	9	5.750409297	1.928373339	L3Tip	M162W
Zm00001d014458	163	104.1463017	31.17219447	L3Tip	M162W
Zm00001d014451	4	2.696769393	0.782125694	GRoot	M37W
Zm00001d014456	1	0.674192348	0.226087307	GRoot	M37W
Zm00001d014458	14	9.438692877	2.82511011	GRoot	M37W
Zm00001d014451	16	4.99855853	1.449697949	GShoot	M37W
Zm00001d014456	6	1.874459449	0.628591364	GShoot	M37W
Zm00001d014458	62	19.3694143	5.797490063	GShoot	M37W
Zm00001d014451	6	4.402075968	1.276704167	LMAN	NC364
Zm00001d014456	49	35.95028707	12.0557636	LMAN	NC364
Zm00001d014458	133	97.57935062	29.20662994	LMAN	NC364
Zm00001d014451	8	3.284016592	0.952441007	GShoot	NC364
Zm00001d014456	10	4.10502074	1.376599846	GShoot	NC364
Zm00001d014458	42	17.24108711	5.160457081	GShoot	NC364
Zm00001d014451	4	1.988620101	0.576745969	GRoot	CI66
Zm00001d014456	1	0.497155025	0.166718654	GRoot	CI66
Zm00001d014458	9	4.474395226	1.33923832	GRoot	CI66
Zm00001d014451	4	1.572456825	0.456048963	LMAN	NC338
Zm00001d014456	80	31.4491365	10.54632344	LMAN	NC338
Zm00001d014458	90	35.38027856	10.5897272	LMAN	NC338
Zm00001d014451	3	1.433117678	0.415637378	GShoot	NC338
Zm00001d014456	16	7.643294283	2.563143623	GShoot	NC338
Zm00001d014458	33	15.76429446	4.718435935	GShoot	NC338
Zm00001d014451	2	0.83321736	0.241652366	Kern	NC336
Zm00001d014456	8	3.332869439	1.117662454	Kern	NC336
Zm00001d014458	11	4.582695478	1.37165384	Kern	NC336
Zm00001d014451	2	1.621819615	0.470365318	LMAD	NC338
Zm00001d014456	99	80.28007096	26.92155297	LMAD	NC338
Zm00001d014458	92	74.6037023	22.32975226	LMAD	NC338
Zm00001d014451	3	1.770009688	0.513343877	L3Tip	NC338
Zm00001d014456	60	35.40019375	11.87129234	L3Tip	NC338
Zm00001d014458	148	87.32047792	26.13603051	L3Tip	NC338
Zm00001d014451	4	1.593505622	0.462153603	Kern	NC338
Zm00001d014456	17	6.772398892	2.271092855	Kern	NC338
Zm00001d014458	16	6.374022487	1.907818763	Kern	NC338
Zm00001d014451	0	0	0	GRoot	NC338
Zm00001d014456	7	2.374664873	0.796332955	GRoot	NC338
Zm00001d014458	25	8.480945975	2.538445368	GRoot	NC338
Zm00001d014451	2	0.838709508	0.243245217	L3Base	NC338
Zm00001d014456	10	4.193547542	1.406286902	L3Base	NC338
Zm00001d014458	76	31.87096132	9.539347895	L3Base	NC338
Zm00001d014451	11	2.515758603	0.729628365	GShoot	NC368
Zm00001d014456	19	4.345401223	1.457210336	GShoot	NC368
Zm00001d014458	55	12.57879301	3.764978454	GShoot	NC368
Zm00001d014451	4	3.062097537	0.888079332	LMAD	NC368
Zm00001d014456	80	61.24195074	20.53720682	LMAD	NC368
Zm00001d014458	42	32.15202414	9.623473253	LMAD	NC368
Zm00001d014451	2	0.35424957	0.102740594	Kern	CI66
Zm00001d014456	2	0.35424957	0.118795966	Kern	CI66
Zm00001d014458	19	3.365370912	1.007294496	Kern	CI66
Zm00001d014451	14	6.796226688	1.971063425	LMAN	NC340
Zm00001d014456	46	22.33045912	7.488416873	LMAN	NC340
Zm00001d014458	142	68.9331564	20.63249219	LMAN	NC340
Zm00001d014451	2	1.351243927	0.39189209	LMAD	NC340
Zm00001d014456	43	29.05174442	9.742369021	LMAD	NC340
Zm00001d014458	29	19.59303693	5.864422908	LMAD	NC340
Zm00001d014451	6	2.288495884	0.663716904	L3Base	NC366
Zm00001d014456	4	1.525663923	0.511624387	L3Base	NC366
Zm00001d014458	62	23.6477908	7.078057708	L3Base	NC366
Zm00001d014451	2	1.791632668	0.519615043	L3Tip	NC366
Zm00001d014456	4	3.583265336	1.201631568	L3Tip	NC366
Zm00001d014458	77	68.97785772	20.64587181	L3Tip	NC366
Zm00001d014451	6	1.967719759	0.570684385	LMAN	NC368
Zm00001d014456	90	29.51579638	9.897986715	LMAN	NC368
Zm00001d014458	254	83.30013646	24.93269574	LMAN	NC368
Zm00001d014451	0	0	0	Kern	NC366
Zm00001d014456	4	2.630340422	0.882072576	Kern	NC366
Zm00001d014458	7	4.603095738	1.377759874	Kern	NC366
Zm00001d014451	1	0.430806748	0.124943952	LMAD	NC238
Zm00001d014456	55	23.69437114	7.945798504	LMAD	NC238
Zm00001d014458	130	56.00487724	16.76290848	LMAD	NC238
Zm00001d014451	3	1.179612861	0.342115099	Kern	NC236
Zm00001d014456	15	5.898064307	1.977888768	Kern	NC236
Zm00001d014458	14	5.50486002	1.647668369	Kern	NC236
Zm00001d014451	10	2.940473353	0.852805497	L3Base	NC236
Zm00001d014456	16	4.704757365	1.577718768	L3Base	NC236
Zm00001d014458	58	17.05474545	5.104682864	L3Base	NC236
Zm00001d014451	3	1.959871408	0.568408181	L3Tip	NC236
Zm00001d014456	61	39.85071863	13.36375541	L3Tip	NC236
Zm00001d014458	108	70.55537068	21.11803971	L3Tip	NC236
Zm00001d014451	7	2.020517107	0.585996841	L3Base	CI66
Zm00001d014456	10	2.88645301	0.967958756	L3Base	CI66
Zm00001d014458	54	15.58684625	4.665323632	L3Base	CI66
Zm00001d014451	6	2.442681076	0.708434187	GShoot	NC236
Zm00001d014456	10	4.071135126	1.365236461	GShoot	NC236
Zm00001d014458	35	14.24897294	4.264882652	GShoot	NC236
Zm00001d014451	2	1.70786785	0.495321302	L3Tip	NC264
Zm00001d014456	4	3.4157357	1.145451274	L3Tip	NC264
Zm00001d014458	72	61.48324261	18.4026467	L3Tip	NC264
Zm00001d014451	2	1.075233517	0.311842667	Kern	NC264
Zm00001d014456	2	1.075233517	0.36057462	Kern	NC264
Zm00001d014458	14	7.526634618	2.252808925	Kern	NC264
Zm00001d014451	9	4.17673121	1.211348959	GShoot	NC264
Zm00001d014456	4	1.856324982	0.622510054	GShoot	NC264
Zm00001d014458	30	13.92243737	4.167146772	GShoot	NC264
Zm00001d014451	9	4.470959197	1.296681902	LMAN	NC264
Zm00001d014456	16	7.948371906	2.665450002	LMAN	NC264
Zm00001d014458	162	80.47726555	24.08777778	LMAN	NC264
Zm00001d014451	2	1.607659792	0.46625864	LMAD	NC264
Zm00001d014456	30	24.11489688	8.086819879	LMAD	NC264
Zm00001d014458	52	41.79915459	12.51097114	LMAD	NC264
Zm00001d014451	6	3.357500636	0.973753085	L3Base	NC262
Zm00001d014456	9	5.036250954	1.68888362	L3Base	NC262
Zm00001d014458	23	12.87041911	3.852265521	L3Base	NC262
Zm00001d014451	0	0	0	Kern	NC262
Zm00001d014456	4	1.619374387	0.543049761	Kern	NC262
Zm00001d014458	16	6.47749755	1.938790048	Kern	NC262
Zm00001d014451	8	4.361226185	1.264856782	GShoot	NC238
Zm00001d014456	3	1.63545982	0.548443937	GShoot	NC238
Zm00001d014458	21	11.44821874	3.426584477	GShoot	NC238
Zm00001d014451	1	1.066607763	0.309340999	L3Tip	NC262
Zm00001d014456	29	30.93162514	10.37277838	L3Tip	NC262
Zm00001d014458	78	83.19540554	24.90134856	L3Tip	NC262
Zm00001d014451	3	1.605477621	0.46562576	LMAD	CM105
Zm00001d014456	69	36.92598528	12.38295952	LMAD	CM105
Zm00001d014458	156	83.48483628	24.98797853	LMAD	CM105
Zm00001d014451	0	0	0	Kern	NC306
Zm00001d014456	14	4.585589448	1.537756354	Kern	NC306
Zm00001d014458	19	6.223299965	1.862705766	Kern	NC306
Zm00001d014451	16	6.237682687	1.809072705	GShoot	NC222
Zm00001d014456	10	3.898551679	1.307361395	GShoot	NC222
Zm00001d014458	40	15.59420672	4.667526704	GShoot	NC222
Zm00001d014451	1	0.697073543	0.202167501	LMAD	MEF156-55-2
Zm00001d014456	93	64.82783951	21.73971815	LMAD	MEF156-55-2
Zm00001d014458	75	52.28051574	15.64816394	LMAD	MEF156-55-2
Zm00001d014451	2	1.181168219	0.342566189	LMAN	MEF156-55-2
Zm00001d014456	56	33.07271013	11.0907814	LMAN	MEF156-55-2
Zm00001d014458	134	79.13827066	23.68700109	LMAN	MEF156-55-2
Zm00001d014451	3	1.941534697	0.563090109	GShoot	MEF156-55-2
Zm00001d014456	3	1.941534697	0.651084741	GShoot	MEF156-55-2
Zm00001d014458	18	11.64920818	3.486742946	GShoot	MEF156-55-2
Zm00001d014451	5	2.300519584	0.667204056	GRoot	MEF156-55-2
Zm00001d014456	10	4.601039169	1.542937347	GRoot	MEF156-55-2
Zm00001d014458	14	6.441454837	1.928002046	GRoot	MEF156-55-2
Zm00001d014451	7	2.906723006	0.843017113	GRoot	NC230
Zm00001d014456	3	1.245738431	0.41775266	GRoot	NC230
Zm00001d014458	17	7.059184443	2.112895673	GRoot	NC230
Zm00001d014451	5	3.158408331	0.916011697	LMAN	Mt42
Zm00001d014456	43	27.16231165	9.108756422	LMAN	Mt42
Zm00001d014458	184	116.2294266	34.78881371	LMAN	Mt42
Zm00001d014451	14	5.057968801	1.466928306	L3Base	Mt42
Zm00001d014456	20	7.225669715	2.423095143	L3Base	Mt42
Zm00001d014458	86	31.07037978	9.299724566	L3Base	Mt42
Zm00001d014451	9	2.56289823	0.743299951	L3Base	Mp339
Zm00001d014456	5	1.42383235	0.477475637	L3Base	Mp339
Zm00001d014458	57	16.23168879	4.858332473	L3Base	Mp339
Zm00001d014451	0	0	0	L3Tip	A680
Zm00001d014456	44	46.33276233	15.53747898	L3Tip	A680
Zm00001d014458	57	60.02198756	17.96527613	L3Tip	A680
