TF_ID	Gene_ID_V3	Family	Gene_ID_V4
GRMZM2G111146_P02	GRMZM2G111146	bHLH	Zm00001d017677
GRMZM2G111146_P04	GRMZM2G111146	bHLH	Zm00001d017677
GRMZM2G111354_P01	GRMZM2G111354	WRKY	Zm00001d012789
GRMZM2G111504_P01	GRMZM2G111504	bZIP	Zm00001d017260
GRMZM2G111666_P01	GRMZM2G111666	bHLH	Zm00001d043699
GRMZM2G111666_P02	GRMZM2G111666	bHLH	Zm00001d043699
GRMZM2G111696_P01	GRMZM2G111696	VOZ	NA
GRMZM2G111696_P02	GRMZM2G111696	VOZ	NA
GRMZM2G111696_P03	GRMZM2G111696	VOZ	NA
GRMZM2G111711_P01	GRMZM2G111711	WRKY	Zm00001d046805
GRMZM2G111760_P01	GRMZM2G111760	Trihelix	Zm00001d014938
GRMZM2G111770_P01	GRMZM2G111770	NAC	Zm00001d025684
GRMZM2G112483_P01	GRMZM2G112483	bZIP	Zm00001d003180
GRMZM2G112483_P02	GRMZM2G112483	bZIP	Zm00001d003180
GRMZM2G112548_P01	GRMZM2G112548	NAC	Zm00001d013151
GRMZM2G112629_P01	GRMZM2G112629	bHLH	Zm00001d040148
GRMZM2G112681_P01	GRMZM2G112681	NAC	Zm00001d008817
GRMZM2G112681_P02	GRMZM2G112681	NAC	Zm00001d008817
GRMZM2G113098_P01	GRMZM2G113098	GATA	Zm00001d029896
GRMZM2G113127_P01	GRMZM2G113127	NF-YC	Zm00001d031310
GRMZM2G113257_P02	GRMZM2G113257	bHLH	Zm00001d005919
GRMZM2G113779_P01	GRMZM2G113779	SBP	Zm00001d006451
GRMZM2G113888_P01	GRMZM2G113888	TCP	Zm00001d044836
GRMZM2G113950_P01	GRMZM2G113950	NAC	Zm00001d051879
GRMZM2G114444_P01	GRMZM2G114444	bHLH	Zm00001d044216
GRMZM2G114444_P02	GRMZM2G114444	bHLH	Zm00001d044216
GRMZM2G114461_P01	GRMZM2G114461	FAR1	Zm00001d022142
GRMZM2G114461_P02	GRMZM2G114461	FAR1	Zm00001d022142
GRMZM2G114680_P01	GRMZM2G114680	GRAS	Zm00001d046783
GRMZM2G114680_P02	GRMZM2G114680	GRAS	Zm00001d046783
GRMZM2G114680_P03	GRMZM2G114680	GRAS	Zm00001d046783
GRMZM2G114775_P01	GRMZM2G114775	GATA	Zm00001d034751
GRMZM2G114775_P02	GRMZM2G114775	GATA	Zm00001d034751
GRMZM2G114850_P01	GRMZM2G114850	NAC	Zm00001d041472
GRMZM2G114873_P01	GRMZM2G114873	bHLH	Zm00001d042482
GRMZM2G114873_P02	GRMZM2G114873	bHLH	Zm00001d042482
GRMZM2G114998_P01	GRMZM2G114998	Dof	Zm00001d051439
GRMZM2G115456_P01	GRMZM2G115456	HSF	Zm00001d034886
GRMZM2G115516_P01	GRMZM2G115516	TCP	Zm00001d034353
GRMZM2G115721_P01	GRMZM2G115721	NAC	Zm00001d046246
GRMZM2G115960_P01	GRMZM2G115960	bHLH	Zm00001d040536
GRMZM2G115960_P02	GRMZM2G115960	bHLH	Zm00001d040536
GRMZM2G115960_P03	GRMZM2G115960	bHLH	Zm00001d040536
GRMZM2G116638_P01	GRMZM2G116638	GRAS	Zm00001d030500
GRMZM2G116646_P01	GRMZM2G116646	YABBY	Zm00001d041277
GRMZM2G116646_P02	GRMZM2G116646	YABBY	Zm00001d041277
GRMZM2G116646_P03	GRMZM2G116646	YABBY	Zm00001d041277
GRMZM2G116646_P04	GRMZM2G116646	YABBY	Zm00001d041277
GRMZM2G116646_P05	GRMZM2G116646	YABBY	Zm00001d041277
GRMZM2G116785_P02	GRMZM2G116785	bHLH	Zm00001d037098
GRMZM2G117108_P01	GRMZM2G117108	FAR1	Zm00001d017164
GRMZM2G117108_P02	GRMZM2G117108	FAR1	Zm00001d017164
GRMZM2G117851_P01	GRMZM2G117851	bZIP	Zm00001d043992
GRMZM2G117949_P01	GRMZM2G117949	GRAS	Zm00001d047123
GRMZM2G118047_P01	GRMZM2G118047	HSF	Zm00001d046299
GRMZM2G118047_P02	GRMZM2G118047	HSF	Zm00001d046299
GRMZM2G118214_P01	GRMZM2G118214	GATA	Zm00001d023539
GRMZM2G118214_P02	GRMZM2G118214	GATA	Zm00001d023539
GRMZM2G118250_P01	GRMZM2G118250	LBD	Zm00001d042560
GRMZM2G118250_P02	GRMZM2G118250	LBD	Zm00001d042560
GRMZM2G118250_P03	GRMZM2G118250	LBD	Zm00001d042560
GRMZM2G118250_P04	GRMZM2G118250	LBD	Zm00001d042560
GRMZM2G118250_P05	GRMZM2G118250	LBD	Zm00001d042560
GRMZM2G118250_P06	GRMZM2G118250	LBD	Zm00001d042560
GRMZM2G118453_P01	GRMZM2G118453	HSF	Zm00001d012749
GRMZM2G118485_P01	GRMZM2G118485	HSF	NA
GRMZM2G118485_P02	GRMZM2G118485	HSF	NA
GRMZM2G118690_P01	GRMZM2G118690	BBR-BPC	Zm00001d045477
GRMZM2G118690_P02	GRMZM2G118690	BBR-BPC	Zm00001d045477
GRMZM2G118690_P03	GRMZM2G118690	BBR-BPC	Zm00001d045477
GRMZM2G118870_P01	GRMZM2G118870	bZIP	Zm00001d050669
GRMZM2G118870_P02	GRMZM2G118870	bZIP	Zm00001d050669
GRMZM2G119823_P01	GRMZM2G119823	bHLH	Zm00001d025141
GRMZM2G119823_P02	GRMZM2G119823	bHLH	Zm00001d025141
GRMZM2G120021_P01	GRMZM2G120021	bHLH	Zm00001d033412
GRMZM2G120151_P01	GRMZM2G120151	TCP	Zm00001d038683
GRMZM2G120151_P02	GRMZM2G120151	TCP	Zm00001d038683
GRMZM2G120167_P01	GRMZM2G120167	bZIP	Zm00001d049135
GRMZM2G120320_P01	GRMZM2G120320	WRKY	Zm00001d015515
GRMZM2G121487_P01	GRMZM2G121487	LBD	Zm00001d038197
GRMZM2G122615_P01	GRMZM2G122615	NAC	Zm00001d043877
GRMZM2G122846_P01	GRMZM2G122846	bZIP	Zm00001d051739
GRMZM2G123246_P01	GRMZM2G123246	NAC	Zm00001d049687
GRMZM2G123387_P01	GRMZM2G123387	WRKY	Zm00001d002794
GRMZM2G123387_P02	GRMZM2G123387	WRKY	Zm00001d002794
GRMZM2G123667_P02	GRMZM2G123667	NAC	Zm00001d000112
GRMZM2G123667_P04	GRMZM2G123667	NAC	Zm00001d000112
GRMZM2G123667_P05	GRMZM2G123667	NAC	Zm00001d000112
GRMZM2G123900_P01	GRMZM2G123900	Dof	Zm00001d030727
GRMZM2G123900_P02	GRMZM2G123900	Dof	Zm00001d030727
GRMZM2G123900_P03	GRMZM2G123900	Dof	Zm00001d030727
GRMZM2G123909_P01	GRMZM2G123909	GATA	Zm00001d043969
GRMZM2G124421_P01	GRMZM2G124421	NF-YC	Zm00001d046967
GRMZM2G124663_P01	GRMZM2G124663	NF-YB	Zm00001d051697
GRMZM2G125239_P01	GRMZM2G125239	GeBP	Zm00001d053298
GRMZM2G125239_P02	GRMZM2G125239	GeBP	Zm00001d053298
GRMZM2G125239_P03	GRMZM2G125239	GeBP	Zm00001d053298
GRMZM2G125243_P01	GRMZM2G125243	bZIP	Zm00001d012553
GRMZM2G125501_P01	GRMZM2G125501	GRAS	Zm00001d006744
GRMZM2G125653_P01	GRMZM2G125653	WRKY	Zm00001d020492
GRMZM2G125653_P02	GRMZM2G125653	WRKY	Zm00001d020492
GRMZM2G125777_P01	GRMZM2G125777	NAC	Zm00001d049913
GRMZM2G125934_P01	GRMZM2G125934	bZIP	Zm00001d006027
GRMZM2G125969_P01	GRMZM2G125969	HSF	Zm00001d018941
GRMZM2G125969_P02	GRMZM2G125969	HSF	Zm00001d018941
GRMZM2G126018_P01	GRMZM2G126018	SBP	Zm00001d006028
GRMZM2G126018_P02	GRMZM2G126018	SBP	Zm00001d006028
GRMZM2G126148_P01	GRMZM2G126148	Trihelix	Zm00001d053178
GRMZM2G126148_P02	GRMZM2G126148	Trihelix	Zm00001d053178
GRMZM2G126148_P03	GRMZM2G126148	Trihelix	Zm00001d053178
GRMZM2G126817_P01	GRMZM2G126817	NAC	Zm00001d048347
GRMZM2G126827_P01	GRMZM2G126827	SBP	NA
GRMZM2G126936_P01	GRMZM2G126936	NAC	Zm00001d048044
GRMZM2G126957_P01	GRMZM2G126957	NF-YA	Zm00001d026305
GRMZM2G126957_P02	GRMZM2G126957	NF-YA	Zm00001d026305
GRMZM2G127064_P01	GRMZM2G127064	WRKY	Zm00001d037854
GRMZM2G127379_P01	GRMZM2G127379	NAC	Zm00001d023294
GRMZM2G128807_P01	GRMZM2G128807	bHLH	Zm00001d014814
GRMZM2G128807_P02	GRMZM2G128807	bHLH	Zm00001d014814
GRMZM2G128807_P03	GRMZM2G128807	bHLH	Zm00001d014814
GRMZM2G129154_P01	GRMZM2G129154	GRAS	Zm00001d011881
GRMZM2G129247_P01	GRMZM2G129247	bZIP	Zm00001d038311
GRMZM2G129247_P02	GRMZM2G129247	bZIP	Zm00001d038311
GRMZM2G129247_P03	GRMZM2G129247	bZIP	Zm00001d038311
GRMZM2G129311_P01	GRMZM2G129311	FAR1	Zm00001d021799
GRMZM2G129311_P02	GRMZM2G129311	FAR1	Zm00001d021799
GRMZM2G130374_P01	GRMZM2G130374	WRKY	Zm00001d030969
GRMZM2G130854_P01	GRMZM2G130854	WRKY	Zm00001d006702
GRMZM2G131516_P01	GRMZM2G131516	GRAS	Zm00001d052380
GRMZM2G131516_P02	GRMZM2G131516	GRAS	Zm00001d052380
GRMZM2G131897_P01	GRMZM2G131897	Dof	Zm00001d030897
GRMZM2G131961_P01	GRMZM2G131961	bZIP	Zm00001d002143
GRMZM2G131961_P02	GRMZM2G131961	bZIP	Zm00001d002143
GRMZM2G131961_P03	GRMZM2G131961	bZIP	Zm00001d002143
GRMZM2G131961_P04	GRMZM2G131961	bZIP	Zm00001d002143
GRMZM2G131961_P05	GRMZM2G131961	bZIP	Zm00001d002143
GRMZM2G132550_P01	GRMZM2G132550	bHLH	Zm00001d037749
GRMZM2G132667_P01	GRMZM2G132667	LBD	Zm00001d031544
GRMZM2G132693_P01	GRMZM2G132693	LBD	Zm00001d040004
GRMZM2G132794_P01	GRMZM2G132794	GRAS	Zm00001d029607
GRMZM2G132868_P01	GRMZM2G132868	bZIP	Zm00001d010168
GRMZM2G132971_P01	GRMZM2G132971	HSF	NA
GRMZM2G132971_P02	GRMZM2G132971	HSF	NA
GRMZM2G133169_P01	GRMZM2G133169	GRAS	Zm00001d033834
GRMZM2G133331_P01	GRMZM2G133331	bZIP	Zm00001d037317
GRMZM2G133331_P02	GRMZM2G133331	bZIP	Zm00001d037317
GRMZM2G133331_P03	GRMZM2G133331	bZIP	Zm00001d037317
GRMZM2G133331_P04	GRMZM2G133331	bZIP	Zm00001d037317
GRMZM2G133646_P01	GRMZM2G133646	SBP	Zm00001d040571
GRMZM2G133675_P01	GRMZM2G133675	bHLH	Zm00001d048901
GRMZM2G133675_P02	GRMZM2G133675	bHLH	Zm00001d048901
GRMZM2G133806_P01	GRMZM2G133806	LBD	Zm00001d012180
GRMZM2G133806_P02	GRMZM2G133806	LBD	Zm00001d012180
GRMZM2G133806_P03	GRMZM2G133806	LBD	Zm00001d012180
GRMZM2G133806_P04	GRMZM2G133806	LBD	Zm00001d012180
GRMZM2G133806_P05	GRMZM2G133806	LBD	Zm00001d012180
GRMZM2G134073_P01	GRMZM2G134073	NAC	Zm00001d011969
GRMZM2G134073_P02	GRMZM2G134073	NAC	Zm00001d011969
GRMZM2G134439_P01	GRMZM2G134439	Trihelix	Zm00001d015605
GRMZM2G134545_P01	GRMZM2G134545	Dof	Zm00001d021591
GRMZM2G134687_P01	GRMZM2G134687	NAC	Zm00001d010239
GRMZM2G134717_P01	GRMZM2G134717	NAC	Zm00001d011555
GRMZM2G134735_P01	GRMZM2G134735	bHLH	Zm00001d031781
GRMZM2G134863_P01	GRMZM2G134863	bZIP	Zm00001d036736
GRMZM2G134863_P02	GRMZM2G134863	bZIP	Zm00001d036736
GRMZM2G134866_P01	GRMZM2G134866	GeBP	Zm00001d005865
GRMZM2G134866_P02	GRMZM2G134866	GeBP	Zm00001d005865
GRMZM2G135381_P01	GRMZM2G135381	GATA	Zm00001d010785
GRMZM2G135461_P01	GRMZM2G135461	TCP	Zm00001d051154
GRMZM2G135703_P01	GRMZM2G135703	Dof	Zm00001d042736
GRMZM2G135783_P01	GRMZM2G135783	SRS	Zm00001d021285
GRMZM2G135783_P02	GRMZM2G135783	SRS	Zm00001d021285
GRMZM2G136266_P01	GRMZM2G136266	bZIP	Zm00001d023507
GRMZM2G136266_P02	GRMZM2G136266	bZIP	Zm00001d023507
GRMZM2G137046_P01	GRMZM2G137046	bZIP	Zm00001d015743
GRMZM2G137358_P01	GRMZM2G137358	bHLH	Zm00001d034503
GRMZM2G137374_P01	GRMZM2G137374	bHLH	Zm00001d027496
GRMZM2G137380_P01	GRMZM2G137380	bHLH	Zm00001d027497
GRMZM2G137426_P01	GRMZM2G137426	bHLH	Zm00001d017138
GRMZM2G137502_P01	GRMZM2G137502	Dof	Zm00001d029512
GRMZM2G137532_P01	GRMZM2G137532	bZIP	Zm00001d005962
GRMZM2G137541_P01	GRMZM2G137541	bHLH	Zm00001d005964
GRMZM2G137802_P01	GRMZM2G137802	WRKY	Zm00001d011133
GRMZM2G138340_P01	GRMZM2G138340	bZIP	Zm00001d034571
GRMZM2G138421_P01	GRMZM2G138421	SBP	Zm00001d012916
GRMZM2G138454_P02	GRMZM2G138454	bHLH	Zm00001d005891
GRMZM2G138455_P01	GRMZM2G138455	Dof	Zm00001d032999
GRMZM2G138683_P01	GRMZM2G138683	WRKY	Zm00001d051550
GRMZM2G138967_P01	GRMZM2G138967	GATA	Zm00001d011771
GRMZM2G139024_P01	GRMZM2G139024	E2F/DP	Zm00001d014132
GRMZM2G139369_P01	GRMZM2G139369	NF-X1	Zm00001d008648
GRMZM2G139372_P01	GRMZM2G139372	bHLH	Zm00001d053895
GRMZM2G139372_P02	GRMZM2G139372	bHLH	Zm00001d053895
GRMZM2G139372_P03	GRMZM2G139372	bHLH	Zm00001d053895
GRMZM2G139372_P04	GRMZM2G139372	bHLH	Zm00001d053895
GRMZM2G139372_P05	GRMZM2G139372	bHLH	Zm00001d053895
GRMZM2G139372_P06	GRMZM2G139372	bHLH	Zm00001d053895
GRMZM2G139372_P07	GRMZM2G139372	bHLH	Zm00001d053895
GRMZM2G139535_P01	GRMZM2G139535	HSF	Zm00001d020714
GRMZM2G139535_P02	GRMZM2G139535	HSF	Zm00001d020714
GRMZM2G139700_P01	GRMZM2G139700	NAC	Zm00001d041791
GRMZM2G139815_P01	GRMZM2G139815	WRKY	Zm00001d020136
GRMZM2G140085_P01	GRMZM2G140085	GRAS	Zm00001d052463
GRMZM2G140085_P02	GRMZM2G140085	GRAS	Zm00001d052463
GRMZM2G140094_P01	GRMZM2G140094	GRAS	Zm00001d052464
GRMZM2G140355_P01	GRMZM2G140355	bZIP	Zm00001d046402
GRMZM2G140669_P01	GRMZM2G140669	GATA	Zm00001d017409
GRMZM2G140694_P01	GRMZM2G140694	Dof	Zm00001d017788
GRMZM2G140901_P01	GRMZM2G140901	NAC	Zm00001d051956
GRMZM2G140901_P02	GRMZM2G140901	NAC	Zm00001d051956
GRMZM2G141299_P01	GRMZM2G141299	WRKY	Zm00001d043474
GRMZM2G141299_P02	GRMZM2G141299	WRKY	Zm00001d043474
GRMZM2G141299_P03	GRMZM2G141299	WRKY	Zm00001d043474
GRMZM2G141955_P01	GRMZM2G141955	YABBY	Zm00001d031109
GRMZM2G141955_P03	GRMZM2G141955	YABBY	Zm00001d031109
GRMZM2G141955_P04	GRMZM2G141955	YABBY	Zm00001d031109
GRMZM2G141955_P05	GRMZM2G141955	YABBY	Zm00001d031109
GRMZM2G142718_P01	GRMZM2G142718	Dof	Zm00001d026628
GRMZM2G142751_P01	GRMZM2G142751	TCP	Zm00001d037221
GRMZM2G142932_P01	GRMZM2G142932	bHLH	Zm00001d006578
GRMZM2G142932_P02	GRMZM2G142932	bHLH	Zm00001d006578
GRMZM2G143204_P01	GRMZM2G143204	WRKY	Zm00001d034073
GRMZM2G143204_P02	GRMZM2G143204	WRKY	Zm00001d034073
GRMZM2G143204_P03	GRMZM2G143204	WRKY	Zm00001d034073
GRMZM2G143205_P01	GRMZM2G143205	CAMTA	Zm00001d003958
GRMZM2G143205_P03	GRMZM2G143205	CAMTA	Zm00001d003958
GRMZM2G143433_P01	GRMZM2G143433	GRAS	Zm00001d015815
GRMZM2G143765_P01	GRMZM2G143765	WRKY	Zm00001d035323
GRMZM2G144172_P01	GRMZM2G144172	Dof	NA
GRMZM2G144188_P01	GRMZM2G144188	Dof	NA
GRMZM2G144275_P04	GRMZM2G144275	bHLH	Zm00001d021019
GRMZM2G144275_P05	GRMZM2G144275	bHLH	Zm00001d021019
GRMZM2G144480_P01	GRMZM2G144480	bZIP	Zm00001d052807
GRMZM2G144744_P01	GRMZM2G144744	GRAS	Zm00001d033680
GRMZM2G144744_P02	GRMZM2G144744	GRAS	Zm00001d033680
GRMZM2G145146_P01	GRMZM2G145146	bHLH	Zm00001d020763
GRMZM2G145554_P01	GRMZM2G145554	WRKY	Zm00001d011413
GRMZM2G145568_P01	GRMZM2G145568	LBD	Zm00001d047752
GRMZM2G145579_P01	GRMZM2G145579	bHLH	Zm00001d049870
GRMZM2G145579_P02	GRMZM2G145579	bHLH	Zm00001d049870
GRMZM2G146018_P01	GRMZM2G146018	GRAS	Zm00001d041919
GRMZM2G146020_P01	GRMZM2G146020	bZIP	Zm00001d041920
GRMZM2G146020_P02	GRMZM2G146020	bZIP	Zm00001d041920
GRMZM2G146283_P01	GRMZM2G146283	Dof	NA
GRMZM2G146286_P01	GRMZM2G146286	NF-YB	Zm00001d032328
GRMZM2G146286_P02	GRMZM2G146286	NF-YB	Zm00001d032328
GRMZM2G146286_P03	GRMZM2G146286	NF-YB	Zm00001d032328
GRMZM2G146286_P04	GRMZM2G146286	NF-YB	Zm00001d032328
GRMZM2G146380_P01	GRMZM2G146380	NAC	Zm00001d016950
GRMZM2G147424_P01	GRMZM2G147424	S1Fa-like	Zm00001d025339
GRMZM2G147424_P02	GRMZM2G147424	S1Fa-like	Zm00001d025339
GRMZM2G147424_P03	GRMZM2G147424	S1Fa-like	Zm00001d025339
GRMZM2G147685_P01	GRMZM2G147685	bHLH	Zm00001d003677
GRMZM2G147712_P01	GRMZM2G147712	NF-YB	Zm00001d050242
GRMZM2G147867_P01	GRMZM2G147867	NAC	Zm00001d038207
GRMZM2G147880_P01	GRMZM2G147880	WRKY	Zm00001d013307
GRMZM2G148022_P02	GRMZM2G148022	TCP	Zm00001d012725
GRMZM2G148087_P01	GRMZM2G148087	WRKY	Zm00001d043025
GRMZM2G148467_P01	GRMZM2G148467	SBP	Zm00001d026175
GRMZM2G148506_P01	GRMZM2G148506	E2F/DP	Zm00001d026355
GRMZM2G148506_P02	GRMZM2G148506	E2F/DP	Zm00001d026355
GRMZM2G148561_P01	GRMZM2G148561	WRKY	Zm00001d050195
GRMZM2G148723_P02	GRMZM2G148723	bHLH	Zm00001d039272
GRMZM2G148940_P01	GRMZM2G148940	FAR1	Zm00001d046441
GRMZM2G149040_P01	GRMZM2G149040	bZIP	Zm00001d022442
GRMZM2G149150_P01	GRMZM2G149150	bZIP	Zm00001d052725
GRMZM2G149219_P01	GRMZM2G149219	WRKY	Zm00001d033471
GRMZM2G149590_P01	GRMZM2G149590	Trihelix	Zm00001d025275
GRMZM2G149683_P01	GRMZM2G149683	WRKY	Zm00001d011403
GRMZM2G150327_P01	GRMZM2G150327	bHLH	Zm00001d030232
GRMZM2G150594_P01	GRMZM2G150594	LBD	Zm00001d047921
GRMZM2G150729_P01	GRMZM2G150729	bHLH	Zm00001d028664
GRMZM2G150729_P02	GRMZM2G150729	bHLH	Zm00001d028664
GRMZM2G151295_P02	GRMZM2G151295	bZIP	Zm00001d047519
GRMZM2G151407_P01	GRMZM2G151407	WRKY	Zm00001d020881
GRMZM2G151407_P02	GRMZM2G151407	WRKY	Zm00001d020881
GRMZM2G151444_P01	GRMZM2G151444	WRKY	Zm00001d039584
GRMZM2G151763_P01	GRMZM2G151763	WRKY	Zm00001d043950
GRMZM2G151811_P01	GRMZM2G151811	EIL	Zm00001d022530
GRMZM2G152172_P01	GRMZM2G152172	BES1	Zm00001d027587
GRMZM2G152543_P01	GRMZM2G152543	NAC	Zm00001d032182
GRMZM2G152661_P01	GRMZM2G152661	CAMTA	Zm00001d025235
GRMZM2G152822_P01	GRMZM2G152822	NF-YB	Zm00001d019101
GRMZM2G153144_P01	GRMZM2G153144	bZIP	Zm00001d015118
GRMZM2G153333_P01	GRMZM2G153333	GRAS	Zm00001d038225
GRMZM2G153454_P01	GRMZM2G153454	bHLH	Zm00001d021748
GRMZM2G153454_P02	GRMZM2G153454	bHLH	Zm00001d021748
GRMZM2G153575_P01	GRMZM2G153575	Trihelix	Zm00001d006331
GRMZM2G153594_P02	GRMZM2G153594	CAMTA	Zm00001d030518
GRMZM2G153754_P01	GRMZM2G153754	CPP	Zm00001d018930
GRMZM2G154029_P01	GRMZM2G154029	bHLH	Zm00001d047216
GRMZM2G154029_P03	GRMZM2G154029	bHLH	Zm00001d047216
GRMZM2G154182_P01	GRMZM2G154182	NAC	Zm00001d008403
GRMZM2G154182_P02	GRMZM2G154182	NAC	Zm00001d008403
GRMZM2G154182_P03	GRMZM2G154182	NAC	Zm00001d008403
GRMZM2G154320_P01	GRMZM2G154320	LBD	Zm00001d033335
GRMZM2G155043_P01	GRMZM2G155043	bHLH	Zm00001d033413
GRMZM2G155217_P01	GRMZM2G155217	bHLH	Zm00001d002200
GRMZM2G155252_P01	GRMZM2G155252	GeBP	Zm00001d035295
GRMZM2G155662_P01	GRMZM2G155662	Whirly	Zm00001d036148
GRMZM2G155662_P02	GRMZM2G155662	Whirly	Zm00001d036148
GRMZM2G155662_P03	GRMZM2G155662	Whirly	Zm00001d036148
GRMZM2G155662_P04	GRMZM2G155662	Whirly	Zm00001d036148
GRMZM2G155762_P01	GRMZM2G155762	bHLH	Zm00001d026120
GRMZM2G155816_P01	GRMZM2G155816	NAC	Zm00001d016119
GRMZM2G155980_P01	GRMZM2G155980	FAR1	Zm00001d034813
GRMZM2G155980_P02	GRMZM2G155980	FAR1	Zm00001d034813
GRMZM2G156016_P01	GRMZM2G156016	VOZ	Zm00001d043500
GRMZM2G156348_P01	GRMZM2G156348	Trihelix	Zm00001d002424
GRMZM2G156529_P01	GRMZM2G156529	WRKY	Zm00001d037054
GRMZM2G156621_P01	GRMZM2G156621	SBP	NA
GRMZM2G156756_P01	GRMZM2G156756	SBP	Zm00001d034730
GRMZM2G156977_P01	GRMZM2G156977	NAC	Zm00001d002285
GRMZM2G157177_P01	GRMZM2G157177	bZIP	Zm00001d028372
GRMZM2G157177_P02	GRMZM2G157177	bZIP	Zm00001d028372
GRMZM2G157219_P01	GRMZM2G157219	Trihelix	Zm00001d038994
GRMZM2G157219_P02	GRMZM2G157219	Trihelix	Zm00001d038994
GRMZM2G157679_P01	GRMZM2G157679	GRAS	Zm00001d042907
GRMZM2G157679_P02	GRMZM2G157679	GRAS	Zm00001d042907
GRMZM2G157722_P01	GRMZM2G157722	bZIP	Zm00001d050018
GRMZM2G157722_P02	GRMZM2G157722	bZIP	Zm00001d050018
GRMZM2G157722_P03	GRMZM2G157722	bZIP	Zm00001d050018
GRMZM2G158204_P01	GRMZM2G158204	NAC	Zm00001d009244
GRMZM2G158313_P01	GRMZM2G158313	bZIP	Zm00001d016154
GRMZM2G158328_P01	GRMZM2G158328	WRKY	Zm00001d043062
GRMZM2G158717_P01	GRMZM2G158717	VOZ	NA
GRMZM2G158717_P02	GRMZM2G158717	VOZ	NA
GRMZM2G158717_P03	GRMZM2G158717	VOZ	NA
GRMZM2G159094_P01	GRMZM2G159094	NAC	Zm00001d020446
GRMZM2G159134_P02	GRMZM2G159134	bZIP	Zm00001d043117
GRMZM2G159134_P03	GRMZM2G159134	bZIP	Zm00001d043117
GRMZM2G159134_P04	GRMZM2G159134	bZIP	Zm00001d043117
GRMZM2G159456_P01	GRMZM2G159456	bHLH	Zm00001d027859
GRMZM2G159475_P01	GRMZM2G159475	GRAS	Zm00001d041536
GRMZM2G159475_P02	GRMZM2G159475	GRAS	Zm00001d041536
GRMZM2G159475_P03	GRMZM2G159475	GRAS	Zm00001d041536
GRMZM2G159475_P04	GRMZM2G159475	GRAS	Zm00001d041536
GRMZM2G159500_P01	GRMZM2G159500	NAC	Zm00001d047554
GRMZM2G159500_P02	GRMZM2G159500	NAC	Zm00001d047554
GRMZM2G159937_P01	GRMZM2G159937	bHLH	Zm00001d043706
GRMZM2G160136_P01	GRMZM2G160136	bZIP	Zm00001d040500
GRMZM2G160136_P02	GRMZM2G160136	bZIP	Zm00001d040500
GRMZM2G160902_P01	GRMZM2G160902	bZIP	Zm00001d041604
GRMZM2G160917_P01	GRMZM2G160917	SBP	Zm00001d031451
GRMZM2G160917_P02	GRMZM2G160917	SBP	Zm00001d031451
GRMZM2G160917_P03	GRMZM2G160917	SBP	Zm00001d031451
GRMZM2G161009_P01	GRMZM2G161009	bZIP	Zm00001d010638
GRMZM2G161315_P01	GRMZM2G161315	ZF-HD	Zm00001d020460
GRMZM2G161411_P01	GRMZM2G161411	WRKY	Zm00001d013630
GRMZM2G161680_P01	GRMZM2G161680	NF-YC	Zm00001d036648
GRMZM2G162382_P01	GRMZM2G162382	bHLH	Zm00001d018967
GRMZM2G162382_P02	GRMZM2G162382	bHLH	Zm00001d018967
GRMZM2G162405_P01	GRMZM2G162405	GeBP	Zm00001d013451
GRMZM2G162405_P02	GRMZM2G162405	GeBP	Zm00001d013451
GRMZM2G162450_P01	GRMZM2G162450	bHLH	Zm00001d009715
GRMZM2G162739_P01	GRMZM2G162739	NAC	Zm00001d005208
GRMZM2G162739_P02	GRMZM2G162739	NAC	Zm00001d005208
GRMZM2G162749_P01	GRMZM2G162749	Dof	Zm00001d027846
GRMZM2G162840_P01	GRMZM2G162840	Trihelix	Zm00001d050583
GRMZM2G163054_P01	GRMZM2G163054	WRKY	Zm00001d037607
GRMZM2G163054_P02	GRMZM2G163054	WRKY	Zm00001d037607
GRMZM2G163054_P03	GRMZM2G163054	WRKY	Zm00001d037607
GRMZM2G163054_P04	GRMZM2G163054	WRKY	Zm00001d037607
GRMZM2G163157_P01	GRMZM2G163157	Trihelix	Zm00001d011571
GRMZM2G163200_P01	GRMZM2G163200	GATA	Zm00001d018421
GRMZM2G163200_P02	GRMZM2G163200	GATA	Zm00001d018421
GRMZM2G163200_P03	GRMZM2G163200	GATA	Zm00001d018421
GRMZM2G163200_P04	GRMZM2G163200	GATA	Zm00001d018421
GRMZM2G163233_P01	GRMZM2G163233	bHLH	Zm00001d006565
GRMZM2G163233_P02	GRMZM2G163233	bHLH	Zm00001d006565
GRMZM2G163251_P01	GRMZM2G163251	NAC	Zm00001d034277
GRMZM2G163418_P01	GRMZM2G163418	WRKY	Zm00001d005622
GRMZM2G163418_P02	GRMZM2G163418	WRKY	Zm00001d005622
GRMZM2G163427_P01	GRMZM2G163427	GRAS	Zm00001d048604
GRMZM2G163427_P02	GRMZM2G163427	GRAS	Zm00001d048604
GRMZM2G163813_P01	GRMZM2G163813	SBP	Zm00001d053775
GRMZM2G163813_P02	GRMZM2G163813	SBP	Zm00001d053775
GRMZM2G163813_P03	GRMZM2G163813	SBP	Zm00001d053775
GRMZM2G163841_P01	GRMZM2G163841	NAC	Zm00001d011590
GRMZM2G163843_P01	GRMZM2G163843	NAC	Zm00001d011589
GRMZM2G163914_P02	GRMZM2G163914	NAC	Zm00001d045617
