Chr	WinCenter	tP	Tajima	nSites	pi
4	97412500	NA	NA	15661	NA
4	97437500	NA	NA	21991	NA
4	97462500	NA	NA	14996	NA
4	97487500	NA	NA	23697	NA
4	97512500	NA	NA	22487	NA
4	97537500	NA	NA	24047	NA
4	97562500	NA	NA	19260	NA
4	97587500	NA	NA	17337	NA
4	97612500	NA	NA	20226	NA
4	97637500	NA	NA	24300	NA
4	97662500	NA	NA	16612	NA
4	97687500	NA	NA	21550	NA
4	97712500	NA	NA	19265	NA
4	97737500	NA	NA	24718	NA
4	97762500	NA	NA	24956	NA
4	97787500	NA	NA	10968	NA
4	97812500	NA	NA	12491	NA
4	97837500	NA	NA	24953	NA
4	97862500	NA	NA	24080	NA
4	97887500	32.541651	-2.096933	20568	0.00158214950408401
4	97912500	NA	NA	13049	NA
4	97937500	NA	NA	20337	NA
4	97962500	NA	NA	23584	NA
4	97987500	NA	NA	16468	NA
4	98012500	NA	NA	12544	NA
4	98037500	NA	NA	25000	NA
4	98062500	NA	NA	20307	NA
4	98087500	NA	NA	23421	NA
4	98112500	NA	NA	18472	NA
4	98137500	NA	NA	22030	NA
4	98162500	NA	NA	15614	NA
4	98187500	NA	NA	23158	NA
4	98212500	NA	NA	24468	NA
4	98237500	NA	NA	21373	NA
4	98262500	NA	NA	17827	NA
4	98287500	NA	NA	18380	NA
4	98312500	NA	NA	23452	NA
4	98337500	NA	NA	20997	NA
4	98362500	NA	NA	24552	NA
4	98387500	NA	NA	19975	NA
4	98412500	NA	NA	24106	NA
4	98437500	NA	NA	16947	NA
4	98462500	NA	NA	23778	NA
4	98487500	NA	NA	23346	NA
4	98512500	NA	NA	21916	NA
4	98537500	NA	NA	22139	NA
4	98562500	NA	NA	24187	NA
4	98587500	NA	NA	20081	NA
4	98612500	NA	NA	22442	NA
4	98637500	NA	NA	19102	NA
4	98662500	NA	NA	24340	NA
4	98687500	NA	NA	24653	NA
4	98712500	NA	NA	24430	NA
4	98737500	NA	NA	17330	NA
4	98762500	NA	NA	23874	NA
4	98787500	NA	NA	24641	NA
4	98812500	NA	NA	23627	NA
4	98837500	NA	NA	22168	NA
4	98862500	NA	NA	20266	NA
4	98887500	NA	NA	20981	NA
4	98912500	NA	NA	24431	NA
4	98937500	NA	NA	24891	NA
4	98962500	NA	NA	21885	NA
4	98987500	NA	NA	20889	NA
4	99012500	NA	NA	20923	NA
4	99037500	NA	NA	21304	NA
4	99062500	NA	NA	23663	NA
4	99087500	NA	NA	20287	NA
4	99112500	NA	NA	24962	NA
4	99137500	NA	NA	23964	NA
4	99162500	NA	NA	23830	NA
4	99187500	NA	NA	22682	NA
4	99212500	NA	NA	18934	NA
4	99237500	NA	NA	24161	NA
4	99262500	NA	NA	22481	NA
4	99287500	NA	NA	25000	NA
4	99312500	NA	NA	23421	NA
4	99337500	NA	NA	22892	NA
4	99362500	NA	NA	20855	NA
4	99387500	NA	NA	21738	NA
4	99412500	18.740556	-1.919795	14644	0.00127974296640262
4	99437500	NA	NA	19880	NA
4	99462500	NA	NA	24161	NA
4	99487500	NA	NA	23415	NA
4	99512500	NA	NA	24418	NA
4	99537500	NA	NA	23620	NA
4	99562500	NA	NA	16642	NA
4	99587500	NA	NA	24845	NA
4	99612500	NA	NA	24709	NA
4	99637500	NA	NA	24684	NA
4	99662500	NA	NA	24958	NA
4	99687500	NA	NA	24354	NA
4	99712500	NA	NA	22233	NA
4	99737500	NA	NA	23584	NA
4	99762500	NA	NA	10333	NA
4	99787500	NA	NA	22955	NA
4	99812500	NA	NA	14085	NA
4	99837500	NA	NA	22671	NA
4	99862500	NA	NA	22225	NA
4	99887500	NA	NA	24626	NA
4	99912500	NA	NA	19404	NA
4	99937500	NA	NA	24263	NA
4	99962500	NA	NA	22724	NA
4	99987500	NA	NA	18827	NA
4	100012500	NA	NA	22522	NA
4	100037500	NA	NA	24245	NA
4	100062500	NA	NA	22320	NA
4	100087500	NA	NA	18822	NA
4	100112500	NA	NA	18790	NA
4	100137500	NA	NA	18036	NA
4	100162500	NA	NA	23967	NA
4	100187500	NA	NA	20313	NA
4	100212500	NA	NA	19757	NA
4	100237500	NA	NA	17504	NA
4	100262500	NA	NA	23338	NA
4	100287500	NA	NA	22363	NA
4	100312500	NA	NA	21015	NA
4	100337500	NA	NA	23475	NA
4	100362500	NA	NA	17340	NA
4	100387500	NA	NA	10426	NA
4	100412500	NA	NA	23168	NA
4	100437500	NA	NA	24815	NA
4	100462500	NA	NA	24955	NA
4	100487500	NA	NA	24686	NA
4	100512500	NA	NA	24044	NA
4	100537500	NA	NA	24134	NA
4	100562500	NA	NA	19311	NA
4	100587500	NA	NA	21784	NA
4	100612500	NA	NA	24706	NA
4	100637500	NA	NA	8016	NA
4	100662500	NA	NA	22713	NA
4	100687500	NA	NA	22963	NA
4	100712500	NA	NA	24885	NA
4	100737500	NA	NA	24340	NA
4	100762500	NA	NA	19794	NA
4	100787500	NA	NA	22879	NA
4	100812500	NA	NA	24207	NA
4	100837500	NA	NA	19616	NA
4	100862500	NA	NA	20328	NA
4	100887500	NA	NA	22027	NA
4	100912500	NA	NA	15224	NA
4	100937500	5.565656	-2.183721	7987	0.000696839363966445
4	100962500	NA	NA	21117	NA
4	100987500	NA	NA	23081	NA
4	101012500	NA	NA	16840	NA
4	101037500	NA	NA	22484	NA
4	101062500	NA	NA	18862	NA
4	101087500	NA	NA	17579	NA
4	101112500	NA	NA	24844	NA
4	101137500	NA	NA	22223	NA
4	101162500	NA	NA	24635	NA
4	101187500	NA	NA	22466	NA
4	101212500	20.400037	-1.286753	2858	0.00713787158852344
4	101262500	0.868195	-0.829424	250	0.00347278
4	101287500	15.477112	-0.233901	1604	0.00964907231920199
4	101312500	NA	NA	5061	NA
4	101337500	NA	NA	18084	NA
4	101362500	NA	NA	22513	NA
4	101387500	NA	NA	23501	NA
4	101412500	NA	NA	24823	NA
4	101437500	NA	NA	24604	NA
4	101462500	NA	NA	16734	NA
4	101487500	NA	NA	22107	NA
4	101512500	NA	NA	23080	NA
4	101562500	4.843476	-0.422206	838	0.00577980429594272
4	101587500	NA	NA	20365	NA
4	101612500	94.416821	1.49943	10135	0.0093159172175629
4	101637500	NA	NA	13754	NA
4	101662500	NA	NA	23803	NA
4	101687500	175.186776	1.283126	16848	0.0103980754985755
4	101712500	NA	NA	15355	NA
4	101737500	NA	NA	19174	NA
4	101762500	NA	NA	16501	NA
4	101787500	169.671396	0.816018	21074	0.00805121932238778
4	101812500	NA	NA	22190	NA
4	101837500	NA	NA	22699	NA
4	101862500	NA	NA	24307	NA
4	101887500	NA	NA	24466	NA
4	101912500	NA	NA	17248	NA
4	101937500	NA	NA	23013	NA
4	101962500	NA	NA	18605	NA
4	101987500	NA	NA	24032	NA
4	102012500	NA	NA	22228	NA
4	102037500	NA	NA	9001	NA
4	102062500	66.831797	-1.162229	19007	0.00351616756984269
4	102087500	NA	NA	20612	NA
4	102112500	NA	NA	15504	NA
4	102137500	NA	NA	22277	NA
4	102162500	NA	NA	24267	NA
4	102187500	NA	NA	13447	NA
4	102212500	NA	NA	19868	NA
4	102237500	NA	NA	23972	NA
4	102262500	NA	NA	24097	NA
4	102287500	NA	NA	17563	NA
4	102312500	NA	NA	13868	NA
4	102337500	NA	NA	18346	NA
4	102362500	NA	NA	21701	NA
4	102387500	NA	NA	11374	NA
4	102412500	NA	NA	22825	NA
4	102437500	NA	NA	16760	NA
4	102462500	NA	NA	22727	NA
4	102487500	NA	NA	24411	NA
4	102512500	NA	NA	24735	NA
4	102537500	NA	NA	24958	NA
4	102562500	NA	NA	24745	NA
4	102587500	NA	NA	22168	NA
4	102612500	NA	NA	23302	NA
4	102637500	NA	NA	22301	NA
4	102662500	NA	NA	13943	NA
4	102687500	NA	NA	18677	NA
4	102712500	NA	NA	15132	NA
4	102737500	NA	NA	14676	NA
4	102762500	NA	NA	20511	NA
4	102787500	NA	NA	19590	NA
4	102812500	NA	NA	23645	NA
4	102837500	NA	NA	23868	NA
4	102862500	NA	NA	21522	NA
4	102887500	14.453085	-2.15986	12736	0.00113482137248744
4	102912500	NA	NA	20018	NA
4	102937500	NA	NA	24066	NA
4	102962500	NA	NA	22416	NA
4	102987500	NA	NA	16504	NA
4	103012500	12.233278	-2.030469	12316	0.000993283371224424
4	103037500	NA	NA	22095	NA
4	103062500	NA	NA	21555	NA
4	103087500	NA	NA	22735	NA
4	103112500	NA	NA	24357	NA
4	103137500	NA	NA	20176	NA
4	103162500	NA	NA	4624	NA
4	103187500	NA	NA	18090	NA
4	103212500	NA	NA	18993	NA
4	103237500	NA	NA	19294	NA
4	103262500	NA	NA	17418	NA
4	103287500	NA	NA	15247	NA
4	103312500	NA	NA	20404	NA
4	103337500	NA	NA	22525	NA
4	103362500	NA	NA	9106	NA
4	103387500	NA	NA	15140	NA
4	103412500	NA	NA	19094	NA
4	103437500	NA	NA	18901	NA
4	103462500	NA	NA	11957	NA
4	103487500	NA	NA	23092	NA
4	103512500	NA	NA	23847	NA
4	103537500	NA	NA	24052	NA
4	103562500	NA	NA	19454	NA
4	103587500	NA	NA	24612	NA
4	103612500	NA	NA	18820	NA
4	103637500	NA	NA	20730	NA
4	103662500	NA	NA	13281	NA
4	103687500	NA	NA	22856	NA
4	103712500	NA	NA	24506	NA
4	103737500	NA	NA	22357	NA
4	103762500	NA	NA	19523	NA
4	103787500	NA	NA	22582	NA
4	103812500	NA	NA	14397	NA
4	103837500	NA	NA	24306	NA
4	103862500	NA	NA	11568	NA
4	103887500	NA	NA	16183	NA
4	103912500	NA	NA	23286	NA
4	103937500	NA	NA	23283	NA
4	103962500	NA	NA	18325	NA
4	103987500	NA	NA	21988	NA
4	104012500	NA	NA	22300	NA
4	104037500	NA	NA	20045	NA
4	104062500	NA	NA	24712	NA
4	104087500	NA	NA	22281	NA
4	104112500	NA	NA	15357	NA
4	104137500	NA	NA	20757	NA
4	104162500	NA	NA	23459	NA
4	104187500	NA	NA	17914	NA
4	104212500	NA	NA	14601	NA
4	104237500	NA	NA	14418	NA
4	104262500	NA	NA	24238	NA
4	104287500	NA	NA	23813	NA
4	104312500	NA	NA	24478	NA
4	104337500	NA	NA	20376	NA
4	104362500	NA	NA	21307	NA
4	104387500	NA	NA	24697	NA
4	104412500	NA	NA	23569	NA
4	104437500	NA	NA	19233	NA
4	104462500	NA	NA	20661	NA
4	104487500	NA	NA	24333	NA
4	104512500	NA	NA	23364	NA
4	104537500	NA	NA	22450	NA
4	104562500	NA	NA	21336	NA
4	104587500	NA	NA	13706	NA
4	104612500	NA	NA	22328	NA
4	104637500	NA	NA	15988	NA
4	104662500	NA	NA	8778	NA
4	104687500	NA	NA	11225	NA
4	104712500	16.719272	-1.768214	18950	0.000882283482849604
4	104737500	22.818187	-2.026977	21701	0.00105148089949772
4	104762500	NA	NA	22764	NA
4	104787500	NA	NA	24776	NA
4	104812500	NA	NA	19986	NA
4	104837500	NA	NA	11303	NA
4	104862500	24.112304	-1.932867	20423	0.0011806445673995
4	104887500	NA	NA	24851	NA
4	104912500	NA	NA	16397	NA
4	104937500	NA	NA	19848	NA
4	104962500	NA	NA	23599	NA
4	104987500	NA	NA	24546	NA
4	105012500	NA	NA	23739	NA
4	105037500	NA	NA	14095	NA
4	105062500	NA	NA	20346	NA
4	105087500	NA	NA	23603	NA
4	105112500	NA	NA	20755	NA
4	105137500	NA	NA	21852	NA
4	105162500	NA	NA	23695	NA
4	105187500	NA	NA	24638	NA
4	105212500	NA	NA	14150	NA
4	105237500	NA	NA	19640	NA
4	105262500	NA	NA	24906	NA
4	105287500	NA	NA	19581	NA
4	105312500	NA	NA	18602	NA
4	105337500	NA	NA	22556	NA
4	105362500	NA	NA	18824	NA
4	105387500	NA	NA	12841	NA
4	105412500	NA	NA	10104	NA
4	105437500	NA	NA	24892	NA
4	105462500	NA	NA	24032	NA
4	105487500	NA	NA	23860	NA
4	105512500	NA	NA	23422	NA
4	105537500	NA	NA	23040	NA
4	105562500	NA	NA	23969	NA
4	105587500	NA	NA	20740	NA
4	105612500	NA	NA	19707	NA
4	105637500	NA	NA	19136	NA
4	105662500	NA	NA	12758	NA
4	105687500	NA	NA	24115	NA
4	105712500	NA	NA	24489	NA
4	105737500	NA	NA	24808	NA
4	105762500	NA	NA	9216	NA
4	105787500	NA	NA	19539	NA
4	105812500	NA	NA	21738	NA
4	105837500	NA	NA	23116	NA
4	105862500	NA	NA	23238	NA
4	105887500	NA	NA	20593	NA
4	105912500	NA	NA	22934	NA
4	105937500	NA	NA	24771	NA
4	105962500	NA	NA	19301	NA
4	105987500	NA	NA	18475	NA
4	106012500	NA	NA	22102	NA
4	106037500	NA	NA	18565	NA
4	106062500	NA	NA	23871	NA
4	106087500	NA	NA	21940	NA
4	106112500	NA	NA	20390	NA
4	106137500	NA	NA	20326	NA
4	106162500	NA	NA	24372	NA
4	106187500	NA	NA	18796	NA
4	106212500	NA	NA	18670	NA
4	106237500	NA	NA	18770	NA
4	106262500	NA	NA	23134	NA
4	106287500	NA	NA	16928	NA
4	106312500	NA	NA	12453	NA
4	106337500	33.122193	-1.675924	18373	0.0018027645458009
4	106362500	NA	NA	14437	NA
4	106387500	NA	NA	12556	NA
4	106412500	NA	NA	19598	NA
4	106437500	NA	NA	18925	NA
4	106462500	NA	NA	21408	NA
4	106487500	NA	NA	18395	NA
4	106512500	NA	NA	24508	NA
4	106537500	21.818041	-1.910722	22050	0.000989480317460317
4	106562500	NA	NA	23048	NA
4	106587500	NA	NA	21381	NA
4	106612500	NA	NA	24272	NA
4	106637500	NA	NA	23980	NA
4	106662500	NA	NA	24901	NA
4	106687500	NA	NA	16697	NA
4	106712500	NA	NA	24929	NA
4	106737500	NA	NA	24751	NA
4	106762500	20.861016	-1.859923	21479	0.000971228455700917
4	106787500	NA	NA	24573	NA
4	106812500	NA	NA	16933	NA
4	106837500	3.865956	-1.54599	5219	0.000740746503161525
4	106862500	NA	NA	10678	NA
4	106887500	NA	NA	22156	NA
4	106912500	NA	NA	17424	NA
4	106937500	27.961077	-2.135727	24409	0.00114552324962104
4	106962500	NA	NA	16852	NA
4	106987500	NA	NA	24498	NA
4	107012500	NA	NA	18064	NA
4	107037500	NA	NA	23921	NA
4	107062500	NA	NA	23729	NA
4	107087500	NA	NA	21297	NA
4	107112500	NA	NA	21801	NA
4	107137500	NA	NA	13892	NA
4	107162500	0.695116	-1.983449	2090	0.000332591387559809
4	107187500	NA	NA	4515	NA
4	107212500	NA	NA	22627	NA
4	107237500	NA	NA	21125	NA
4	107262500	NA	NA	20750	NA
4	107287500	NA	NA	22901	NA
4	107312500	NA	NA	22829	NA
4	107337500	NA	NA	23095	NA
4	107362500	12.881967	-1.99239	15173	0.000849005931589007
4	107387500	NA	NA	23691	NA
4	107412500	NA	NA	24095	NA
4	107437500	NA	NA	21513	NA
4	107462500	1.348446	-0.922818	1026	0.00131427485380117
4	107737500	NA	NA	2713	NA
4	107762500	NA	NA	21278	NA
4	107787500	NA	NA	24469	NA
4	107812500	31.128631	-1.88134	24702	0.00126016642377135
4	107837500	NA	NA	19227	NA
4	107862500	NA	NA	22869	NA
4	107887500	NA	NA	19469	NA
4	107912500	NA	NA	24160	NA
4	107937500	NA	NA	24779	NA
4	107962500	NA	NA	19052	NA
4	107987500	NA	NA	19937	NA
4	108012500	NA	NA	23091	NA
4	108037500	15.178236	-1.903315	14920	0.00101730804289544
4	108062500	NA	NA	14818	NA
4	108087500	NA	NA	16587	NA
4	108112500	NA	NA	24646	NA
4	108137500	NA	NA	22017	NA
4	108162500	NA	NA	24019	NA
4	108187500	NA	NA	24758	NA
4	108212500	NA	NA	23846	NA
4	108237500	NA	NA	23612	NA
4	108262500	NA	NA	15103	NA
4	108287500	NA	NA	24636	NA
4	108312500	NA	NA	11443	NA
4	108337500	NA	NA	23225	NA
4	108362500	NA	NA	17784	NA
4	108387500	NA	NA	22513	NA
4	108412500	NA	NA	22283	NA
4	108437500	NA	NA	17854	NA
4	108462500	NA	NA	23976	NA
4	108487500	NA	NA	24533	NA
4	108512500	NA	NA	24391	NA
4	108537500	NA	NA	21230	NA
4	108562500	22.249796	-1.724601	19154	0.00116162660540879
4	108587500	NA	NA	13299	NA
4	108612500	NA	NA	23252	NA
4	108637500	NA	NA	18217	NA
4	108662500	NA	NA	23299	NA
4	108687500	NA	NA	21415	NA
4	108712500	NA	NA	21894	NA
4	108737500	NA	NA	17871	NA
4	108762500	14.263909	-1.883665	17324	0.000823361175248211
4	108787500	NA	NA	21011	NA
4	108812500	NA	NA	23942	NA
4	108837500	NA	NA	16614	NA
4	108862500	NA	NA	21652	NA
4	108887500	NA	NA	14051	NA
4	108912500	NA	NA	22381	NA
4	108937500	23.312341	-1.917844	23997	0.000971468975288578
4	108962500	NA	NA	21182	NA
4	108987500	NA	NA	20944	NA
4	109012500	NA	NA	20418	NA
4	109037500	NA	NA	12269	NA
4	109062500	NA	NA	21795	NA
4	109087500	2.441487	-2.243484	5174	0.00047187611132586
4	109112500	NA	NA	17135	NA
4	109137500	11.919448	-1.871742	14802	0.000805259289285232
4	109162500	1.22313	-2.183884	2794	0.00043777022190408
4	109187500	NA	NA	16237	NA
4	109262500	0.58946	-0.709449	526	0.0011206463878327
4	109287500	NA	NA	23870	NA
4	109312500	NA	NA	20651	NA
4	109337500	NA	NA	21086	NA
4	109362500	NA	NA	5629	NA
4	109387500	NA	NA	1625	NA
4	109512500	0.004318	-0.646714	341	1.26627565982405e-05
4	109537500	NA	NA	15295	NA
4	109562500	NA	NA	20067	NA
4	109587500	NA	NA	13444	NA
4	109612500	NA	NA	15919	NA
4	109637500	9.996042	-1.990729	4582	0.00218158926233086
4	109712500	NA	NA	9682	NA
4	109737500	NA	NA	5540	NA
4	109762500	1.747146	-1.737958	4337	0.000402846668203828
4	109787500	NA	NA	3394	NA
4	109962500	NA	NA	137	NA
4	109987500	25.592178	-0.661333	10683	0.00239559842740803
4	110012500	NA	NA	12649	NA
4	110112500	6.391505	-1.913683	7411	0.000862434894076373
4	110137500	NA	NA	10692	NA
4	110162500	NA	NA	15066	NA
4	110187500	NA	NA	13389	NA
4	110212500	27.003561	-1.998923	21794	0.00123903647792971
4	110237500	NA	NA	13154	NA
4	110262500	9.690197	-2.056185	8637	0.00112194014125275
4	110287500	NA	NA	24525	NA
4	110312500	25.194361	-1.970538	17495	0.001440089225493
4	110337500	NA	NA	18236	NA
4	110362500	NA	NA	22124	NA
4	110387500	NA	NA	11951	NA
4	110412500	NA	NA	11788	NA
4	110437500	NA	NA	22464	NA
4	110462500	NA	NA	10267	NA
4	110487500	NA	NA	12307	NA
4	110512500	NA	NA	24809	NA
4	110537500	NA	NA	24029	NA
4	110562500	NA	NA	23489	NA
4	110587500	NA	NA	23725	NA
4	110612500	NA	NA	16931	NA
4	110637500	NA	NA	24259	NA
4	110662500	NA	NA	23979	NA
4	110687500	NA	NA	21797	NA
4	110712500	NA	NA	15624	NA
4	110737500	NA	NA	19042	NA
4	110762500	NA	NA	22195	NA
4	110787500	NA	NA	22613	NA
4	110812500	NA	NA	24965	NA
4	110837500	NA	NA	23159	NA
4	110862500	NA	NA	24805	NA
4	110887500	NA	NA	22479	NA
4	110912500	NA	NA	24850	NA
4	110937500	NA	NA	23239	NA
4	110962500	NA	NA	18205	NA
4	110987500	NA	NA	23949	NA
4	111012500	NA	NA	20051	NA
4	111037500	NA	NA	24662	NA
4	111062500	NA	NA	24565	NA
4	111087500	NA	NA	24327	NA
4	111112500	NA	NA	24266	NA
4	111137500	NA	NA	15906	NA
4	111162500	NA	NA	15315	NA
4	111187500	NA	NA	7254	NA
4	111212500	NA	NA	24245	NA
4	111237500	NA	NA	22532	NA
4	111262500	NA	NA	23998	NA
4	111287500	20.095834	-1.680007	19038	0.00105556434499422
4	111312500	NA	NA	22230	NA
4	111337500	NA	NA	20379	NA
4	111362500	NA	NA	21018	NA
4	111387500	NA	NA	23998	NA
4	111412500	NA	NA	22389	NA
4	111437500	NA	NA	20542	NA
4	111462500	NA	NA	24354	NA
4	111487500	NA	NA	23578	NA
4	111512500	NA	NA	23455	NA
4	111537500	NA	NA	15740	NA
4	111562500	NA	NA	19075	NA
4	111587500	NA	NA	24363	NA
4	111612500	NA	NA	24522	NA
4	111637500	NA	NA	22811	NA
4	111662500	NA	NA	11740	NA
4	111687500	NA	NA	24575	NA
4	111712500	NA	NA	22821	NA
4	111737500	NA	NA	24249	NA
4	111762500	NA	NA	24392	NA
4	111787500	NA	NA	15326	NA
4	111812500	NA	NA	24552	NA
4	111837500	NA	NA	24767	NA
4	111862500	NA	NA	22976	NA
4	111887500	NA	NA	20562	NA
4	111912500	NA	NA	24458	NA
4	111937500	NA	NA	24515	NA
4	111962500	NA	NA	22427	NA
4	111987500	NA	NA	24555	NA
4	112012500	NA	NA	22687	NA
4	112037500	NA	NA	21402	NA
4	112062500	NA	NA	20379	NA
4	112087500	NA	NA	24959	NA
4	112112500	NA	NA	23754	NA
4	112137500	NA	NA	24988	NA
4	112162500	NA	NA	24034	NA
4	112187500	NA	NA	1394	NA
4	112212500	15.39249	-1.967394	12475	0.00123386693386774
4	112237500	NA	NA	24678	NA
4	112262500	NA	NA	22610	NA
4	112287500	NA	NA	19833	NA
4	112312500	NA	NA	12842	NA
4	112337500	NA	NA	16096	NA
4	112362500	NA	NA	19354	NA
4	112387500	NA	NA	22080	NA
4	112412500	NA	NA	22777	NA
4	112437500	NA	NA	22643	NA
4	112462500	41.037718	-1.739097	18680	0.00219687997858672
4	112487500	71.389318	-1.342132	22821	0.00312822917488278
4	112512500	NA	NA	22784	NA
4	112537500	NA	NA	23359	NA
4	112562500	64.099536	-1.38684	22824	0.0028084269190326
4	112587500	NA	NA	24549	NA
4	112612500	NA	NA	23414	NA
4	112637500	NA	NA	24433	NA
4	112662500	110.534194	-0.59757	23129	0.00477903039474253
4	112687500	NA	NA	16573	NA
4	112712500	NA	NA	21219	NA
4	112737500	NA	NA	22133	NA
4	112762500	NA	NA	13551	NA
4	112787500	NA	NA	21597	NA
4	112812500	NA	NA	23510	NA
4	112837500	NA	NA	24426	NA
4	112862500	NA	NA	21622	NA
4	112887500	NA	NA	24868	NA
4	112912500	NA	NA	23055	NA
4	112937500	66.741439	-1.256975	15517	0.00430118186505123
4	112962500	NA	NA	24863	NA
4	112987500	NA	NA	24911	NA
4	113012500	NA	NA	19134	NA
4	113037500	NA	NA	23696	NA
4	113062500	NA	NA	20862	NA
4	113087500	59.002561	-0.580235	15862	0.00371974284453411
4	113112500	NA	NA	9314	NA
4	113137500	7.699351	0.276883	1433	0.00537288974180042
4	113162500	NA	NA	23576	NA
4	113187500	NA	NA	19153	NA
4	113212500	NA	NA	19287	NA
4	113237500	NA	NA	22584	NA
4	113262500	NA	NA	18785	NA
4	113337500	NA	NA	22446	NA
4	113362500	NA	NA	18984	NA
4	113387500	NA	NA	23658	NA
4	113412500	NA	NA	23189	NA
4	113437500	NA	NA	24488	NA
4	113462500	NA	NA	23946	NA
4	113487500	NA	NA	22848	NA
4	113512500	NA	NA	22210	NA
4	113537500	NA	NA	24529	NA
4	113562500	NA	NA	21671	NA
4	113587500	NA	NA	20547	NA
4	113612500	NA	NA	24949	NA
4	113637500	NA	NA	18969	NA
4	113662500	NA	NA	24799	NA
4	113687500	NA	NA	21157	NA
4	113712500	NA	NA	21881	NA
4	113737500	NA	NA	24749	NA
4	113762500	NA	NA	22498	NA
4	113787500	NA	NA	21565	NA
4	113812500	NA	NA	21792	NA
4	113837500	NA	NA	15818	NA
4	113862500	NA	NA	22350	NA
4	113887500	NA	NA	14017	NA
4	113912500	NA	NA	10089	NA
4	113937500	NA	NA	18900	NA
4	113962500	NA	NA	15327	NA
4	113987500	NA	NA	18579	NA
4	114012500	NA	NA	22879	NA
4	114037500	NA	NA	11422	NA
4	114062500	88.730377	-0.882421	18781	0.00472447564027475
4	114087500	NA	NA	23015	NA
4	114112500	NA	NA	21817	NA
4	114137500	NA	NA	24319	NA
4	114162500	NA	NA	21844	NA
4	114187500	NA	NA	12008	NA
4	114212500	NA	NA	22971	NA
4	114237500	NA	NA	24934	NA
4	114262500	NA	NA	24912	NA
4	114287500	NA	NA	24596	NA
4	114312500	105.471858	-1.094076	24174	0.00436302879126334
4	114337500	NA	NA	10848	NA
4	114362500	NA	NA	23130	NA
4	114387500	NA	NA	18584	NA
4	114412500	NA	NA	23747	NA
4	114437500	NA	NA	24559	NA
4	114462500	NA	NA	14255	NA
4	114487500	21.038229	-0.625314	5603	0.00375481509905408
4	114512500	NA	NA	24181	NA
4	114537500	NA	NA	24957	NA
4	114562500	NA	NA	24766	NA
4	114587500	NA	NA	22352	NA
4	114612500	NA	NA	23944	NA
4	114637500	25.210397	-1.942853	18353	0.00137363902359287
4	114662500	NA	NA	17481	NA
4	114687500	NA	NA	20848	NA
4	114712500	NA	NA	21090	NA
4	114737500	NA	NA	24332	NA
4	114762500	NA	NA	24894	NA
4	114787500	NA	NA	23476	NA
4	114812500	NA	NA	18891	NA
4	114837500	NA	NA	24595	NA
4	114862500	NA	NA	24053	NA
4	114887500	NA	NA	17322	NA
4	114912500	NA	NA	12319	NA
4	114937500	NA	NA	20475	NA
4	114962500	NA	NA	22694	NA
4	114987500	NA	NA	19736	NA
4	115012500	NA	NA	16029	NA
4	115037500	NA	NA	15522	NA
4	115062500	NA	NA	17077	NA
4	115087500	NA	NA	14997	NA
4	115112500	NA	NA	19563	NA
4	115137500	NA	NA	22016	NA
4	115162500	NA	NA	20604	NA
4	115187500	NA	NA	19820	NA
4	115212500	NA	NA	21166	NA
4	115237500	NA	NA	14770	NA
4	115262500	NA	NA	21448	NA
4	115287500	13.759504	-1.804439	16127	0.0008531967507906
4	115312500	13.682679	-1.802736	15978	0.000856344911753661
4	115337500	NA	NA	6960	NA
4	115362500	NA	NA	20753	NA
4	115387500	NA	NA	24079	NA
4	115412500	NA	NA	24771	NA
4	115437500	NA	NA	15457	NA
4	115462500	NA	NA	24769	NA
4	115487500	NA	NA	24512	NA
4	115512500	NA	NA	20877	NA
4	115537500	NA	NA	21549	NA
4	115562500	40.345035	-1.966099	22136	0.00182259825623419
4	115587500	11.864888	-1.881368	8074	0.00146951795888036
4	115612500	NA	NA	21083	NA
4	115637500	NA	NA	14800	NA
4	115662500	NA	NA	16675	NA
4	115687500	NA	NA	22418	NA
4	115712500	NA	NA	19137	NA
4	115737500	NA	NA	15393	NA
4	115762500	NA	NA	22478	NA
4	115787500	25.124229	-1.984319	14385	0.001746557455683
4	115812500	NA	NA	22487	NA
4	115837500	NA	NA	24344	NA
4	115862500	NA	NA	24425	NA
4	115887500	NA	NA	14000	NA
4	115912500	NA	NA	23856	NA
4	115937500	NA	NA	18996	NA
4	115962500	NA	NA	24902	NA
4	115987500	NA	NA	24113	NA
4	116012500	NA	NA	24505	NA
4	116037500	NA	NA	24005	NA
4	116062500	NA	NA	24642	NA
4	116087500	NA	NA	22187	NA
4	116112500	NA	NA	12374	NA
4	116137500	NA	NA	19330	NA
4	116162500	NA	NA	18680	NA
4	116187500	NA	NA	15590	NA
4	116212500	NA	NA	19186	NA
4	116237500	68.702317	-0.999348	13727	0.00500490398484738
4	116262500	NA	NA	19408	NA
4	116287500	NA	NA	24619	NA
4	116312500	NA	NA	19796	NA
4	116337500	100.125136	-0.901629	19216	0.0052105087427144
4	116362500	87.747036	-0.995413	21242	0.00413082741738066
4	116387500	81.992878	-0.831081	17967	0.00456352635387099
4	116412500	108.714209	0.065244	17479	0.00621970415927685
4	116437500	57.819637	-1.116046	7442	0.00776936804622413
4	116462500	NA	NA	21031	NA
4	116487500	67.946991	-1.472797	23280	0.00291868518041237
4	116512500	NA	NA	24031	NA
4	116537500	NA	NA	23968	NA
4	116562500	NA	NA	23019	NA
